name,genre,score,director,actor_2_name,actor_1_name,gross,budget
The Irishman,Biography,7.8,Martin Scorsese, Al Pacino,Robert De Niro,$7000000,159000000.0
The Aviator,Biography,7.5,Martin Scorsese, Cate Blanchett,Leonardo DiCaprio,$102000000,110000000.0
The Lion King,Animation,8.5,"Directors:Roger Allers, Rob Minkoff", Jeremy Irons,Matthew Broderick,$422000000,45000000.0
The Lion King,Animation,6.8,Jon Favreau, Beyoncé,Donald Glover,$543000000,260000000.0
Coco,Animation,8.4,"Directors:Lee Unkrich, Adrian Molina", Gael García Bernal,Anthony Gonzalez,$209000000,175000000.0
Up,Animation,8.3,"Directors:Pete Docter, Bob Peterson", Jordan Nagai,Edward Asner,$293000000,175000000.0
Inside Out,Animation,8.2,"Directors:Pete Docter, Ronnie Del Carmen", Bill Hader,Amy Poehler,$356000000,175000000.0
Finding Nemo,Animation,8.2,"Directors:Andrew Stanton, Lee Unkrich", Ellen DeGeneres,Albert Brooks,$380000000,94000000.0
Ratatouille,Animation,8.1,"Directors:Brad Bird, Jan Pinkava", Lou Romano,Brad Garrett,$206000000,150000000.0
"Monsters, Inc.",Animation,8.1,"Directors:Pete Docter, David Silverman, Lee Unkrich", John Goodman,Billy Crystal,$289000000,115000000.0
Zootopia,Animation,8.0,"Directors:Byron Howard, Rich Moore, Jared Bush", Jason Bateman,Ginnifer Goodwin,$341000000,150000000.0
Aladdin,Animation,8.0,"Directors:Ron Clements, John Musker", Robin Williams,Scott Weinger,$217000000,28000000.0
Aladdin,Adventure,6.9,Guy Ritchie, Mena Massoud,Will Smith,$355000000,182000000.0
Beauty and the Beast,Animation,8.0,"Directors:Gary Trousdale, Kirk Wise", Robby Benson,Paige O'Hara,$218000000,160000000.0
Toy Story 4,Animation,7.7,Josh Cooley, Tim Allen,Tom Hanks,$434000000,200000000.0
Tangled,Animation,7.7,"Directors:Nathan Greno, Byron Howard", Zachary Levi,Mandy Moore,$200000000,260000000.0
Moana,Animation,7.6,"Directors:Ron Clements, John Musker, Don Hall, Chris Williams", Dwayne Johnson,Auli'i Cravalho,$248000000,150000000.0
The Jungle Book,Animation,7.6,Wolfgang Reitherman, Sebastian Cabot,Phil Harris,$141000000,4000000.0
The Jungle Book,Adventure,7.4,Jon Favreau, Bill Murray,Neel Sethi,$364000000,175000000.0
Onward,Animation,7.4,Dan Scanlon, Chris Pratt,Tom Holland,$61000000,200000000.0
Frozen,Animation,7.4,"Directors:Chris Buck, Jennifer Lee", Idina Menzel,Kristen Bell,$400000000,150000000.0
Alice in Wonderland,Animation,7.4,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney", Ed Wynn,Kathryn Beaumont,$1000000,3000000.0
Finding Dory,Animation,7.3,"Directors:Andrew Stanton, Angus MacLane", Albert Brooks,Ellen DeGeneres,$486000000,200000000.0
Tarzan,Animation,7.3,"Directors:Chris Buck, Kevin Lima", Minnie Driver,Tony Goldwyn,$171000000,145000000.0
Peter Pan,Animation,7.3,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney", Kathryn Beaumont,Bobby Driscoll,$87000000,100000000.0
Cinderella,Animation,7.3,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske", James MacDonald,Ilene Woods,$85000000,3000000.0
Cinderella,Comedy,4.3,Kay Cannon, Billy Porter,Camila Cabello,25000000,20000000.0
Encanto,Animation,7.2,"Directors:Jared Bush, Byron Howard, Charise Castro Smith", María Cecilia Botero,Stephanie Beatriz,$96000000,150000000.0
The Croods,Animation,7.2,"Directors:Kirk DeMicco, Chris Sanders", Ryan Reynolds,Nicolas Cage,$187000000,135000000.0
Treasure Planet,Animation,7.2,"Directors:Ron Clements, John Musker", Emma Thompson,Joseph Gordon-Levitt,$38000000,100000000.0
Dumbo,Animation,7.2,"Directors:Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte", Edward Brophy,Sterling Holloway,$1000000,170000000.0
Brave,Animation,7.1,"Directors:Mark Andrews, Brenda Chapman, Steve Purcell", Billy Connolly,Kelly Macdonald,$237000000,185000000.0
The Princess and the Frog,Animation,7.1,"Directors:Ron Clements, John Musker", Keith David,Anika Noni Rose,$104000000,105000000.0
Turning Red,Animation,7.0,Domee Shi, Sandra Oh,Rosalie Chiang,20000000,175000000.0
The Hunchback of Notre Dame,Animation,7.0,"Directors:Gary Trousdale, Kirk Wise", Jason Alexander,Demi Moore,$100000000,100000000.0
Cloudy with a Chance of Meatballs,Animation,6.9,"Directors:Phil Lord, Christopher Miller", Bill Hader,Anna Faris,$124000000,100000000.0
The Road to El Dorado,Animation,6.9,"Directors:Bibo Bergeron, Don Paul, Jeffrey Katzenberg", Kenneth Branagh,Kevin Kline,$50000000,95000000.0
Frozen II,Animation,6.8,"Directors:Chris Buck, Jennifer Lee", Idina Menzel,Kristen Bell,$477000000,150000000.0
Madagascar 3: Europe's Most Wanted,Animation,6.8,"Directors:Eric Darnell, Tom McGrath, Conrad Vernon", Jada Pinkett Smith,Ben Stiller,$216000000,145000000.0
Bolt,Animation,6.8,"Directors:Byron Howard, Chris Williams", Miley Cyrus,John Travolta,$114000000,150000000.0
Mary Poppins Returns,Animation,6.7,Rob Marshall, Lin-Manuel Miranda,Emily Blunt,$171000000,130000000.0
Cars 3,Animation,6.7,Brian Fee, Cristela Alonzo,Owen Wilson,$152000000,175000000.0
Ferdinand,Animation,6.7,Carlos Saldanha, Kate McKinnon,John Cena,$84000000,111000000.0
The Good Dinosaur,Animation,6.7,Peter Sohn, Frances McDormand,Jeffrey Wright,$123000000,187500000.0
Penguins of Madagascar,Animation,6.6,"Directors:Eric Darnell, Simon J. Smith", Chris Miller,Tom McGrath,$83000000,132000000.0
Madagascar: Escape 2 Africa,Animation,6.6,"Directors:Eric Darnell, Tom McGrath", Chris Rock,Ben Stiller,$180000000,150000000.0
Ice Age: Continental Drift,Animation,6.5,"Directors:Steve Martino, Michael Thurmeier", Denis Leary,Ray Romano,$161000000,95000000.0
Trolls,Animation,6.4,"Directors:Mike Mitchell, Walt Dohrn", Justin Timberlake,Anna Kendrick,$153000000,125000000.0
Dinosaur,Animation,6.4,"Directors:Eric Leighton, Ralph Zondag", Julianna Margulies,D.B. Sweeney,$137000000,127500000.0
The Boss Baby,Animation,6.3,Tom McGrath, Steve Buscemi,Alec Baldwin,$175000000,125000000.0
Cars 2,Animation,6.2,"Directors:John Lasseter, Bradford Lewis", Larry the Cable Guy,Owen Wilson,$191000000,200000000.0
Shrek the Third,Animation,6.1,"Directors:Chris Miller, Raman Hui", Cameron Diaz,Mike Myers,$320000000,160000000.0
Bee Movie,Animation,6.1,"Directors:Simon J. Smith, Steve Hickner", Renée Zellweger,Jerry Seinfeld,$126000000,150000000.0
Happy Feet Two,Animation,5.8,"Directors:George Miller, Gary Eck, David Peers", Robin Williams,Elijah Wood,$64000000,135000000.0
Ice Age: Collision Course,Animation,5.6,"Directors:Michael Thurmeier, Galen T. Chu", Denis Leary,Ray Romano,$64000000,105000000.0
Space Jam: A New Legacy,Animation,4.5,Malcolm D. Lee, Don Cheadle,LeBron James,163000000,150000000.0
West Side Story,Crime,7.6,"Directors:Jerome Robbins, Robert Wise", George Chakiris,Natalie Wood,$43000000,100000000.0
West Side Story,Crime,7.2,Steven Spielberg, Rachel Zegler,Ansel Elgort,76000000,100000000.0
Cloud Atlas,Drama,7.4,"Directors:Tom Tykwer, Lana Wachowski, Lilly Wachowski", Halle Berry,Tom Hanks,$27000000,102000000.0
Passengers,Mystery,5.8,Rodrigo García, Patrick Wilson,Anne Hathaway,$270000,25000000.0
Passengers,Drama,7.0,Morten Tyldum, Chris Pratt,Jennifer Lawrence,$100000000,110000000.0
The Great Gatsby,Drama,6.4,Jack Clayton, Mia Farrow,Robert Redford,$6000000,7000000.0
The Call of the Wild,Adventure,6.7,Chris Sanders, Omar Sy,Harrison Ford,$6.000000,125000000.0
The Wolfman,Drama,5.8,Joe Johnston, Anthony Hopkins,Benicio Del Toro,$61000000,150000000.0
The Midnight Sky,Adventure,5.6,George Clooney, Felicity Jones,George Clooney,70000,100000000.0
Cats,Comedy,2.8,Tom Hooper, Judi Dench,James Corden,75000000,100000000.0
Dolittle,Adventure,5.6,Stephen Gaghan, Antonio Banderas,Robert Downey Jr.,$77000000,175000000.0
Avatar ,Action,7.9,James Cameron,Joel David Moore,CCH Pounder,760505847.0,237000000.0
Pirates of the Caribbean: At World's End ,Action,7.1,Gore Verbinski,Orlando Bloom,Johnny Depp,309404152.0,300000000.0
Spectre ,Action,6.8,Sam Mendes,Rory Kinnear,Christoph Waltz,200074175.0,245000000.0
The Dark Knight Rises ,Action,8.5,Christopher Nolan,Christian Bale,Tom Hardy,448130642.0,250000000.0
John Carter ,Action,6.6,Andrew Stanton,Samantha Morton,Daryl Sabara,73058679.0,263700000.0
Spider-Man 3 ,Action,6.2,Sam Raimi,James Franco,J.K. Simmons,336530303.0,258000000.0
Tangled ,Adventure,7.8,Nathan Greno,Donna Murphy,Brad Garrett,200807262.0,260000000.0
Avengers: Age of Ultron ,Action,7.5,Joss Whedon,Robert Downey Jr.,Chris Hemsworth,458991599.0,250000000.0
Harry Potter and the Half-Blood Prince ,Adventure,7.5,David Yates,Daniel Radcliffe,Alan Rickman,301956980.0,250000000.0
Batman v Superman: Dawn of Justice ,Action,6.9,Zack Snyder,Lauren Cohan,Henry Cavill,330249062.0,250000000.0
Superman Returns ,Action,6.1,Bryan Singer,Marlon Brando,Kevin Spacey,200069408.0,209000000.0
Quantum of Solace ,Action,6.7,Marc Forster,Mathieu Amalric,Giancarlo Giannini,168368427.0,200000000.0
Pirates of the Caribbean: Dead Man's Chest ,Action,7.3,Gore Verbinski,Orlando Bloom,Johnny Depp,423032628.0,225000000.0
The Lone Ranger ,Action,6.5,Gore Verbinski,Ruth Wilson,Johnny Depp,89289910.0,215000000.0
Man of Steel ,Action,7.2,Zack Snyder,Christopher Meloni,Henry Cavill,291021565.0,225000000.0
The Chronicles of Narnia: Prince Caspian ,Action,6.6,Andrew Adamson,Pierfrancesco Favino,Peter Dinklage,141614023.0,225000000.0
The Avengers ,Action,8.1,Joss Whedon,Robert Downey Jr.,Chris Hemsworth,623279547.0,220000000.0
Pirates of the Caribbean: On Stranger Tides ,Action,6.7,Rob Marshall,Sam Claflin,Johnny Depp,241063875.0,250000000.0
Men in Black 3 ,Action,6.8,Barry Sonnenfeld,Michael Stuhlbarg,Will Smith,179020854.0,225000000.0
The Hobbit: The Battle of the Five Armies ,Adventure,7.5,Peter Jackson,Adam Brown,Aidan Turner,255108370.0,250000000.0
The Amazing Spider-Man ,Action,7.0,Marc Webb,Andrew Garfield,Emma Stone,262030663.0,230000000.0
Robin Hood ,Action,6.7,Ridley Scott,William Hurt,Mark Addy,105219735.0,200000000.0
The Hobbit: The Desolation of Smaug ,Adventure,7.9,Peter Jackson,Adam Brown,Aidan Turner,258355354.0,225000000.0
The Golden Compass ,Adventure,6.1,Chris Weitz,Eva Green,Christopher Lee,70083519.0,180000000.0
King Kong ,Action,7.2,Peter Jackson,Thomas Kretschmann,Naomi Watts,218051260.0,207000000.0
Titanic ,Drama,7.7,James Cameron,Kate Winslet,Leonardo DiCaprio,658672302.0,200000000.0
Captain America: Civil War ,Action,8.2,Anthony Russo,Scarlett Johansson,Robert Downey Jr.,407197282.0,250000000.0
Battleship ,Action,5.9,Peter Berg,Alexander Skarsgård,Liam Neeson,65173160.0,209000000.0
Jurassic World ,Action,7.0,Colin Trevorrow,Judy Greer,Bryce Dallas Howard,652177271.0,150000000.0
Skyfall ,Action,7.8,Sam Mendes,Helen McCrory,Albert Finney,304360277.0,200000000.0
Spider-Man 2 ,Action,7.3,Sam Raimi,James Franco,J.K. Simmons,373377893.0,200000000.0
Iron Man 3 ,Action,7.2,Shane Black,Jon Favreau,Robert Downey Jr.,408992272.0,200000000.0
Alice in Wonderland ,Adventure,6.5,Tim Burton,Alan Rickman,Johnny Depp,334185206.0,200000000.0
X-Men: The Last Stand ,Action,6.8,Brett Ratner,Kelsey Grammer,Hugh Jackman,234360014.0,210000000.0
Monsters University ,Adventure,7.3,Dan Scanlon,Tyler Labine,Steve Buscemi,268488329.0,200000000.0
Transformers: Revenge of the Fallen ,Action,6.0,Michael Bay,Kevin Dunn,Glenn Morshower,402076689.0,200000000.0
Transformers: Age of Extinction ,Action,5.7,Michael Bay,Sophia Myles,Bingbing Li,245428137.0,210000000.0
Oz the Great and Powerful ,Adventure,6.4,Sam Raimi,Mila Kunis,Tim Holmes,234903076.0,215000000.0
The Amazing Spider-Man 2 ,Action,6.7,Marc Webb,Andrew Garfield,Emma Stone,202853933.0,200000000.0
TRON: Legacy ,Action,6.8,Joseph Kosinski,Olivia Wilde,Jeff Bridges,172051787.0,170000000.0
Cars 2 ,Adventure,6.3,John Lasseter,Thomas Kretschmann,Joe Mantegna,191450875.0,200000000.0
Green Lantern ,Action,5.6,Martin Campbell,Temuera Morrison,Ryan Reynolds,116593191.0,200000000.0
Toy Story 3 ,Adventure,8.3,Lee Unkrich,John Ratzenberger,Tom Hanks,414984497.0,200000000.0
Terminator Salvation ,Action,6.6,McG,Bryce Dallas Howard,Christian Bale,125320003.0,200000000.0
Furious 7 ,Action,7.2,James Wan,Paul Walker,Jason Statham,350034110.0,190000000.0
World War Z ,Action,7.0,Marc Forster,Brad Pitt,Peter Capaldi,202351611.0,190000000.0
X-Men: Days of Future Past ,Action,8.0,Bryan Singer,Peter Dinklage,Jennifer Lawrence,233914986.0,200000000.0
Star Trek Into Darkness ,Action,7.8,J.J. Abrams,Bruce Greenwood,Benedict Cumberbatch,228756232.0,190000000.0
Jack the Giant Slayer ,Adventure,6.3,Bryan Singer,Ewen Bremner,Eddie Marsan,65171860.0,195000000.0
The Great Gatsby ,Drama,7.3,Baz Luhrmann,Elizabeth Debicki,Leonardo DiCaprio,144812796.0,105000000.0
Prince of Persia: The Sands of Time ,Action,6.6,Mike Newell,Richard Coyle,Jake Gyllenhaal,90755643.0,200000000.0
Pacific Rim ,Action,7.0,Guillermo del Toro,Clifton Collins Jr.,Charlie Hunnam,101785482.0,190000000.0
Transformers: Dark of the Moon ,Action,6.3,Michael Bay,Lester Speight,Glenn Morshower,352358779.0,195000000.0
Indiana Jones and the Kingdom of the Crystal Skull ,Action,6.2,Steven Spielberg,Ray Winstone,Harrison Ford,317011114.0,185000000.0
Brave ,Adventure,7.2,Mark Andrews,John Ratzenberger,Kelly Macdonald,237282182.0,185000000.0
Star Trek Beyond ,Action,7.5,Justin Lin,Melissa Roxburgh,Sofia Boutella,130468626.0,185000000.0
WALL·E ,Adventure,8.4,Andrew Stanton,Fred Willard,John Ratzenberger,223806889.0,180000000.0
Rush Hour 3 ,Action,6.2,Brett Ratner,Dana Ivey,Tzi Ma,140080850.0,140000000.0
2012 ,Action,5.8,Roland Emmerich,Liam James,Oliver Platt,166112167.0,200000000.0
A Christmas Carol ,Animation,6.8,Robert Zemeckis,Colin Firth,Robin Wright,137850096.0,200000000.0
Jupiter Ascending ,Action,5.4,Lana Wachowski,Mila Kunis,Channing Tatum,47375327.0,176000000.0
The Legend of Tarzan ,Action,6.6,David Yates,Alexander Skarsgård,Christoph Waltz,124051759.0,180000000.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Adventure,6.9,Andrew Adamson,Kiran Shah,Jim Broadbent,291709845.0,180000000.0
X-Men: Apocalypse ,Action,7.3,Bryan Singer,Michael Fassbender,Jennifer Lawrence,154985087.0,178000000.0
The Dark Knight ,Action,9.0,Christopher Nolan,Heath Ledger,Christian Bale,533316061.0,185000000.0
Up ,Adventure,8.3,Pete Docter,Delroy Lindo,John Ratzenberger,292979556.0,175000000.0
Monsters vs. Aliens ,Action,6.5,Rob Letterman,Rainn Wilson,Amy Poehler,198332128.0,175000000.0
Iron Man ,Action,7.9,Jon Favreau,Jeff Bridges,Robert Downey Jr.,318298180.0,140000000.0
Hugo ,Adventure,7.5,Martin Scorsese,Christopher Lee,Chloë Grace Moretz,73820094.0,170000000.0
Wild Wild West ,Action,4.8,Barry Sonnenfeld,Salma Hayek,Will Smith,113745408.0,170000000.0
The Mummy: Tomb of the Dragon Emperor ,Action,5.2,Rob Cohen,Brendan Fraser,Jet Li,102176165.0,145000000.0
Suicide Squad ,Action,6.9,David Ayer,Robin Atkin Downes,Will Smith,161087183.0,175000000.0
Evan Almighty ,Comedy,5.4,Tom Shadyac,Morgan Freeman,Jimmy Bennett,100289690.0,175000000.0
Edge of Tomorrow ,Action,7.9,Doug Liman,Lara Pulver,Tom Cruise,100189501.0,178000000.0
Waterworld ,Action,6.1,Kevin Reynolds,Rick Aviles,Jeanne Tripplehorn,88246220.0,175000000.0
G.I. Joe: The Rise of Cobra ,Action,5.8,Stephen Sommers,Dennis Quaid,Joseph Gordon-Levitt,150167630.0,175000000.0
Inside Out ,Adventure,8.3,Pete Docter,Mindy Kaling,Amy Poehler,356454367.0,175000000.0
The Jungle Book ,Adventure,7.8,Jon Favreau,Bill Murray,Scarlett Johansson,362645141.0,175000000.0
Iron Man 2 ,Action,7.0,Jon Favreau,Scarlett Johansson,Robert Downey Jr.,312057433.0,200000000.0
Snow White and the Huntsman ,Action,6.1,Rupert Sanders,Kristen Stewart,Chris Hemsworth,155111815.0,170000000.0
Maleficent ,Action,7.0,Robert Stromberg,Sharlto Copley,Angelina Jolie Pitt,241407328.0,180000000.0
Dawn of the Planet of the Apes ,Action,7.6,Matt Reeves,Judy Greer,Gary Oldman,208543795.0,170000000.0
47 Ronin ,Action,6.3,Carl Rinsch,Cary-Hiroyuki Tagawa,Keanu Reeves,38297305.0,175000000.0
Captain America: The Winter Soldier ,Action,7.8,Anthony Russo,Chris Evans,Scarlett Johansson,259746958.0,170000000.0
Shrek Forever After ,Adventure,6.4,Mike Mitchell,Kathy Griffin,Jon Hamm,238371987.0,165000000.0
Tomorrowland ,Action,6.5,Brad Bird,Chris Bauer,Judy Greer,93417865.0,190000000.0
Big Hero 6 ,Action,7.9,Don Hall,Daniel Henney,Damon Wayans Jr.,222487711.0,165000000.0
Wreck-It Ralph ,Adventure,7.8,Rich Moore,Sarah Silverman,Jack McBrayer,189412677.0,165000000.0
The Polar Express ,Adventure,6.6,Robert Zemeckis,Eddie Deezen,Tom Hanks,665426.0,165000000.0
Independence Day: Resurgence ,Action,5.5,Roland Emmerich,Sela Ward,Vivica A. Fox,102315545.0,165000000.0
How to Train Your Dragon ,Adventure,8.2,Dean DeBlois,America Ferrera,Gerard Butler,217387997.0,165000000.0
Terminator 3: Rise of the Machines ,Action,6.4,Jonathan Mostow,M.C. Gainey,Nick Stahl,150350192.0,200000000.0
Guardians of the Galaxy ,Action,8.1,James Gunn,Vin Diesel,Bradley Cooper,333130696.0,170000000.0
Interstellar ,Adventure,8.6,Christopher Nolan,Anne Hathaway,Matthew McConaughey,187991439.0,165000000.0
Inception ,Action,8.8,Christopher Nolan,Tom Hardy,Leonardo DiCaprio,292568851.0,160000000.0
The Hobbit: An Unexpected Journey ,Adventure,7.9,Peter Jackson,Adam Brown,Aidan Turner,303001229.0,180000000.0
The Fast and the Furious ,Action,6.7,Rob Cohen,Vin Diesel,Paul Walker,144512310.0,38000000.0
The Curious Case of Benjamin Button ,Drama,7.8,David Fincher,Jason Flemyng,Brad Pitt,127490802.0,150000000.0
X-Men: First Class ,Action,7.8,Matthew Vaughn,Michael Fassbender,Jennifer Lawrence,146405371.0,160000000.0
The Hunger Games: Mockingjay - Part 2 ,Adventure,6.6,Francis Lawrence,Philip Seymour Hoffman,Jennifer Lawrence,281666058.0,160000000.0
The Sorcerer's Apprentice ,Action,6.1,Jon Turteltaub,Omar Benson Miller,Nicolas Cage,63143812.0,150000000.0
Poseidon ,Action,5.6,Wolfgang Petersen,Mike Vogel,Jimmy Bennett,60655503.0,160000000.0
Alice Through the Looking Glass ,Adventure,6.4,James Bobin,Alan Rickman,Johnny Depp,76846624.0,170000000.0
Shrek the Third ,Adventure,6.1,Chris Miller,Eric Idle,Justin Timberlake,320706665.0,160000000.0
Warcraft ,Action,7.3,Duncan Jones,Callum Rennie,Dominic Cooper,46978995.0,160000000.0
Terminator Genisys ,Action,6.6,Alan Taylor,Emilia Clarke,J.K. Simmons,89732035.0,155000000.0
The Chronicles of Narnia: The Voyage of the Dawn Treader ,Adventure,6.3,Michael Apted,Shane Rangi,Bruce Spence,104383624.0,155000000.0
Pearl Harbor ,Action,6.1,Michael Bay,Jaime King,Jennifer Garner,198539855.0,140000000.0
Transformers ,Action,7.1,Michael Bay,Michael O'Neill,Zack Ward,318759914.0,150000000.0
Alexander ,Action,5.5,Oliver Stone,Angelina Jolie Pitt,Anthony Hopkins,34293771.0,155000000.0
Harry Potter and the Order of the Phoenix ,Adventure,7.5,David Yates,Daniel Radcliffe,Robert Pattinson,292000866.0,150000000.0
Harry Potter and the Goblet of Fire ,Adventure,7.6,Mike Newell,Daniel Radcliffe,Robert Pattinson,289994397.0,150000000.0
Hancock ,Action,6.4,Peter Berg,Charlize Theron,Will Smith,227946274.0,150000000.0
I Am Legend ,Drama,7.2,Francis Lawrence,Alice Braga,Will Smith,256386216.0,150000000.0
Charlie and the Chocolate Factory ,Adventure,6.7,Tim Burton,Christopher Lee,Johnny Depp,206456431.0,150000000.0
Ratatouille ,Animation,8.0,Brad Bird,John Ratzenberger,Janeane Garofalo,206435493.0,150000000.0
Batman Begins ,Action,8.3,Christopher Nolan,Liam Neeson,Christian Bale,205343774.0,150000000.0
Madagascar: Escape 2 Africa ,Action,6.7,Eric Darnell,Jada Pinkett Smith,Bernie Mac,179982968.0,150000000.0
Night at the Museum: Battle of the Smithsonian ,Adventure,5.9,Shawn Levy,Rami Malek,Robin Williams,177243721.0,150000000.0
X-Men Origins: Wolverine ,Action,6.7,Gavin Hood,Ryan Reynolds,Hugh Jackman,179883016.0,150000000.0
The Matrix Revolutions ,Action,6.7,Lana Wachowski,Collin Chou,Essie Davis,139259759.0,150000000.0
Frozen ,Adventure,7.6,Chris Buck,Maurice LaMarche,Josh Gad,400736600.0,150000000.0
The Matrix Reloaded ,Action,7.2,Lana Wachowski,Daniel Bernhardt,Steve Bastoni,281492479.0,150000000.0
Thor: The Dark World ,Action,7.1,Alan Taylor,Natalie Portman,Chris Hemsworth,206360018.0,170000000.0
Mad Max: Fury Road ,Action,8.1,George Miller,Charlize Theron,Tom Hardy,153629485.0,150000000.0
Angels & Demons ,Mystery,6.7,Ron Howard,Ayelet Zurer,Tom Hanks,133375846.0,150000000.0
Thor ,Action,7.0,Kenneth Branagh,Natalie Portman,Chris Hemsworth,181015141.0,150000000.0
Bolt ,Adventure,6.9,Byron Howard,Diedrich Bader,Chloë Grace Moretz,114053579.0,150000000.0
G-Force ,Action,5.1,Hoyt Yeatman,Piper Mackenzie Harris,Kelli Garner,119420252.0,150000000.0
Wrath of the Titans ,Action,5.8,Jonathan Liebesman,Edgar Ramírez,Liam Neeson,83640426.0,150000000.0
Dark Shadows ,Comedy,6.2,Tim Burton,Chloë Grace Moretz,Johnny Depp,79711678.0,100000000.0
Mission: Impossible - Rogue Nation ,Action,7.4,Christopher McQuarrie,Jeremy Renner,Tom Cruise,195000874.0,150000000.0
