name,genre,score,director,budget_x,gross_x,actor_2_name,gross_y,actor_1_name,budget_y,gross,budget
The Lost World: Jurassic Park,Action,6.6,Steven Spielberg,73000000.0,618638999.0,Richard Schiff,229074524.0,Ariana Richards,73000000.0,618638999.0,73000000.0
Princess Mononoke,Animation,8.4,Hayao Miyazaki,,169785704.0,Jada Pinkett Smith,2298191.0,Minnie Driver,2400000000.0,169785704.0,2400000000.0
Scream 2,Horror,6.2,Wes Craven,24000000.0,172363301.0,Jada Pinkett Smith,101334374.0,Omar Epps,24000000.0,172363301.0,24000000.0
Face/Off,Action,7.2,John Woo,80000000.0,245676146.0,CCH Pounder,112225777.0,Nicolas Cage,80000000.0,245676146.0,80000000.0
As Good as It Gets,Comedy,7.7,James L. Brooks,50000000.0,314178011.0,Yeardley Smith,147637474.0,Lupe Ontiveros,50000000.0,314178011.0,50000000.0
Gattaca,Drama,7.8,Andrew Niccol,36000000.0,12532777.0,Xander Berkeley,12339633.0,Blair Underwood,36000000.0,12532777.0,36000000.0
The Rainmaker,Crime,7.2,Francis Ford Coppola,40000000.0,45916769.0,Dean Stockwell,45856732.0,Matt Damon,40000000.0,45916769.0,40000000.0
I Know What You Did Last Summer,Horror,5.7,Jim Gillespie,17000000.0,125586134.0,Sarah Michelle Gellar,72219395.0,Muse Watson,17000000.0,125586134.0,17000000.0
Alien: Resurrection,Action,6.2,Jean-Pierre Jeunet,75000000.0,161376069.0,Michael Wincott,47748610.0,Gary Dourdan,75000000.0,161376069.0,75000000.0
Cube,Drama,7.2,Vincenzo Natali,,565727.0,Julian Richings,489220.0,David Hewlett,365000.0,565727.0,365000.0
Liar Liar,Comedy,6.9,Tom Shadyac,45000000.0,302710615.0,Swoosie Kurtz,181395380.0,Maura Tierney,45000000.0,302710615.0,45000000.0
Donnie Brasco,Biography,7.7,Mike Newell,35000000.0,124909762.0,Al Pacino,41954997.0,Johnny Depp,35000000.0,124909762.0,35000000.0
George of the Jungle,Action,5.5,Sam Weisman,55000000.0,174463257.0,Abraham Benrubi,105263257.0,Brendan Fraser,55000000.0,174463257.0,55000000.0
Anastasia,Animation,7.2,Don Bluth,50000000.0,139804348.0,Kelsey Grammer,58297830.0,Kirsten Dunst,50000000.0,139804348.0,50000000.0
Midnight in the Garden of Good and Evil,Crime,6.6,Clint Eastwood,35000000.0,25105255.0,Bob Gunton,25078937.0,Kevin Spacey,30000000.0,25105255.0,30000000.0
My Best Friend's Wedding,Comedy,6.3,P.J. Hogan,38000000.0,299288605.0,Christopher Masterson,126805112.0,Julia Roberts,46000000.0,299288605.0,46000000.0
Anaconda,Action,4.8,Luis Llosa,45000000.0,136885767.0,Eric Stoltz,65557989.0,Frank Welker,45000000.0,136885767.0,45000000.0
Tomorrow Never Dies,Action,6.5,Roger Spottiswoode,110000000.0,333011068.0,Colin Salmon,125332007.0,Vincent Schiavelli,110000000.0,333011068.0,110000000.0
Speed 2: Cruise Control,Action,3.9,Jan de Bont,160000000.0,164508066.0,Temuera Morrison,48068396.0,Jason Patric,160000000.0,164508066.0,160000000.0
The Saint,Action,6.2,Phillip Noyce,68000000.0,118063304.0,Michael Byrne,61355436.0,Alun Armstrong,68000000.0,118063304.0,68000000.0
The Full Monty,Comedy,7.2,Peter Cattaneo,3500000.0,257938649.0,Mark Addy,45857453.0,Tom Wilkinson,3500000.0,257938649.0,3500000.0
Spawn,Action,5.2,Mark A.Z. Dippé,40000000.0,87840042.0,Frank Welker,54967359.0,Michael Jai White,40000000.0,87840042.0,40000000.0
Seven Years in Tibet,Adventure,7.1,Jean-Jacques Annaud,70000000.0,131457682.0,Mako,37901509.0,Brad Pitt,70000000.0,131457682.0,70000000.0
Cop Land,Crime,6.9,James Mangold,15000000.0,44862187.0,Sylvester Stallone,44886089.0,Robert De Niro,10000000.0,44862187.0,10000000.0
In & Out,Comedy,6.4,Frank Oz,35000000.0,63856929.0,Wilford Brimley,63826569.0,Tom Selleck,35000000.0,63856929.0,35000000.0
Chasing Amy,Comedy,7.2,Kevin Smith,250000.0,12021272.0,Ethan Suplee,12006514.0,Matt Damon,250000.0,12021272.0,250000.0
Conspiracy Theory,Action,6.7,Richard Donner,75000000.0,136982834.0,Alex McArthur,76081498.0,Julia Roberts,75000000.0,136982834.0,75000000.0
Breakdown,Crime,6.9,Jonathan Mostow,36000000.0,50159144.0,M.C. Gainey,50129186.0,Kathleen Quinlan,36000000.0,50159144.0,36000000.0
G.I. Jane,Action,6.0,Ridley Scott,50000000.0,48169156.0,Demi Moore,48154732.0,Viggo Mortensen,50000000.0,48169156.0,50000000.0
The Jackal,Action,6.4,Michael Caton-Jones,60000000.0,159330280.0,Bruce Willis,54910560.0,J.K. Simmons,60000000.0,159330280.0,60000000.0
Kiss the Girls,Crime,6.6,Gary Fleder,27000000.0,60527873.0,Tony Goldwyn,60491560.0,Morgan Freeman,27000000.0,60527873.0,27000000.0
The Devil's Own,Action,6.2,Alan J. Pakula,90000000.0,140807547.0,Brad Pitt,42877165.0,Harrison Ford,86000000.0,140807547.0,86000000.0
Amistad,Biography,7.3,Steven Spielberg,36000000.0,44229441.0,Morgan Freeman,44175394.0,Anthony Hopkins,36000000.0,44229441.0,36000000.0
Grosse Pointe Blank,Action,7.3,George Armitage,15000000.0,28084357.0,Michael Cudlitz,28014536.0,Minnie Driver,15000000.0,28084357.0,15000000.0
Mortal Kombat: Annihilation,Action,3.7,John R. Leonetti,30000000.0,51376861.0,Talisa Soto,35927406.0,Brian Thompson,30000000.0,51376861.0,30000000.0
Spice World,Comedy,3.5,Bob Spiers,25000000.0,29342592.0,Richard Briers,29247405.0,Jason Flemyng,25000000.0,29342592.0,25000000.0
Selena,Biography,6.8,Gregory Nava,20000000.0,35281794.0,Constance Marie,35422828.0,Jon Seda,20000000.0,35281794.0,20000000.0
The Borrowers,Adventure,5.9,Peter Hewitt,29000000.0,22619589.0,Bradley Pierce,22359293.0,Jim Broadbent,29000000.0,22619589.0,29000000.0
The Peacemaker,Action,6.0,Mimi Leder,50000000.0,110463140.0,Holt McCallany,41256277.0,Armin Mueller-Stahl,50000000.0,110463140.0,50000000.0
Volcano,Action,5.5,Mick Jackson,90000000.0,122823468.0,Anne Heche,47474112.0,Don Cheadle,90000000.0,122823468.0,90000000.0
Flubber,Comedy,5.3,Les Mayfield,80000000.0,177977226.0,Jodi Benson,92969824.0,Robin Williams,80000000.0,177977226.0,80000000.0
Orgazmo,Comedy,6.1,Trey Parker,1000000.0,602302.0,Dian Bachar,582024.0,Trey Parker,1000000.0,602302.0,1000000.0
The Ice Storm,Drama,7.4,Ang Lee,18000000.0,8038061.0,Kate Burton,7837632.0,Joan Allen,18000000.0,8038061.0,18000000.0
Soul Food,Comedy,7.0,George Tillman Jr.,7500000.0,43700855.0,Mekhi Phifer,43490057.0,Vanessa Williams,7500000.0,43700855.0,7500000.0
Children of Heaven,Drama,8.3,Majid Majidi,180000.0,933933.0,Amir Farrokh Hashemian,925402.0,Bahare Seddiqi,180000.0,933933.0,180000.0
The Relic,Horror,5.8,Peter Hyams,40000000.0,33956608.0,Penelope Ann Miller,33927476.0,John Kapelos,40000000.0,33956608.0,40000000.0
Wag the Dog,Comedy,7.1,Barry Levinson,15000000.0,64256513.0,Kirsten Dunst,43022524.0,Robert De Niro,15000000.0,64256513.0,15000000.0
Absolute Power,Action,6.7,Clint Eastwood,50000000.0,50068310.0,Mark Margolis,50007168.0,Clint Eastwood,50000000.0,50068310.0,50000000.0
Money Talks,Action,6.2,Brett Ratner,25000000.0,48407611.0,Paul Sorvino,41067398.0,Heather Locklear,25000000.0,48407611.0,25000000.0
The Sweet Hereafter,Drama,7.5,Atom Egoyan,,3263585.0,Sarah Polley,4306697.0,Bruce Greenwood,5000000.0,3263585.0,5000000.0
Switchback,Crime,6.4,Jeb Stuart,37000000.0,6492660.0,Claudia Stedelin,6482195.0,Gregory Scott Cummins,37000000.0,6492660.0,37000000.0
Nothing to Lose,Action,6.7,Steve Oedekerk,25000000.0,44480039.0,Michael McKean,44455658.0,Kelly Preston,25000000.0,44480039.0,25000000.0
Steel,Action,2.9,Kenneth Johnson,16000000.0,1710972.0,Annabeth Gish,1686429.0,Charles Napier,16000000.0,1710972.0,16000000.0
Eve's Bayou,Drama,7.3,Kasi Lemmons,6000000.0,14842388.0,Lynn Whitfield,14821531.0,Jurnee Smollett-Bell,6000000.0,14842388.0,6000000.0
Kundun,Biography,7.0,Martin Scorsese,28000000.0,5684789.0,Tulku Jamyang Kunga Tenzin,5532301.0,Tenzin Thuthob Tsarong,28000000.0,5684789.0,28000000.0
Air Bud,Comedy,5.3,Charles Martin Smith,3000000.0,23144499.0,Bill Cobbs,24629916.0,Kevin Zegers,3000000.0,23144499.0,3000000.0
Love Jones,Drama,7.4,Theodore Witcher,10000000.0,12782749.0,Nia Long,12514138.0,Leonard Roberts,10000000.0,12782749.0,10000000.0
The Man Who Knew Too Little,Comedy,6.6,Jon Amiel,20000000.0,13717039.0,Peter Gallagher,13801755.0,Bill Murray,20000000.0,13717039.0,20000000.0
Deconstructing Harry,Comedy,7.4,Woody Allen,20000000.0,10686841.0,Lynn Cohen,10569071.0,Woody Allen,20000000.0,10686841.0,20000000.0
Insomnia,Crime,7.3,Erik Skjoldbjærg,,227569.0,Maura Tierney,67263182.0,Al Pacino,46000000.0,227569.0,46000000.0
The Spanish Prisoner,Drama,7.2,David Mamet,10000000.0,9593903.0,Felicity Huffman,10200000.0,Ben Gazzara,10000000.0,9593903.0,10000000.0
Warriors of Virtue,Action,4.7,Ronny Yu,35000000.0,6537036.0,Lee Arenberg,6448817.0,Marley Shelton,35000000.0,6537036.0,35000000.0
The Apostle,Drama,7.2,Robert Duvall,5000000.0,19868354.0,Todd Allen,20733485.0,John Beasley,5000000.0,19868354.0,5000000.0
Ulee's Gold,Drama,7.0,Victor Nunez,2700000.0,9161691.0,Patricia Richardson,9054736.0,Peter Fonda,2700000.0,9161691.0,2700000.0
Prefontaine,Biography,6.8,Steve James,8000000.0,589304.0,Laurel Holloman,532190.0,Kurtwood Smith,8000000.0,589304.0,8000000.0
Cats Don't Dance,Animation,6.9,Mark Dindal,32000000.0,3566637.0,Frank Welker,3562749.0,George Kennedy,32000000.0,3566637.0,32000000.0
Turbulence,Action,4.9,Robert Butler,55000000.0,11538235.0,Lauren Holly,11466088.0,Hector Elizondo,71000000.0,11538235.0,71000000.0
Two Girls and a Guy,Comedy,5.5,James Toback,1000000.0,2057193.0,Natasha Gregson Wagner,1950218.0,Robert Downey Jr.,1000000.0,2057193.0,1000000.0
A Simple Wish,Comedy,5.4,Michael Ritchie,28000000.0,8345056.0,Francis Capra,8119205.0,Mara Wilson,28000000.0,8345056.0,28000000.0
The Last Time I Committed Suicide,Biography,5.6,Stephen Kay,4000000.0,46362.0,Marg Helgenberger,12836.0,Keanu Reeves,4000000.0,46362.0,4000000.0
8 Heads in a Duffel Bag,Adventure,5.4,Tom Schulman,3000000.0,3602884.0,George Hamilton,3559990.0,Kristy Swanson,3000000.0,3602884.0,3000000.0
In the Company of Men,Comedy,7.2,Neil LaBute,25000.0,2804473.0,Matt Malloy,2856622.0,Stacy Edwards,25000.0,2804473.0,25000.0
Oscar and Lucinda,Drama,6.6,Gillian Armstrong,,1897404.0,Richard Roxburgh,1508689.0,Tom Wilkinson,16000000.0,1897404.0,16000000.0
Smilla's Sense of Snow,Crime,6.4,Bille August,35000000.0,2372903.0,Tom Wilkinson,2221994.0,Jim Broadbent,35000000.0,2372903.0,35000000.0
The Big Lebowski,Comedy,8.1,Joel Coen,15000000.0,46748721.0,Jeff Bridges,17439163.0,Philip Seymour Hoffman,15000000.0,46748721.0,15000000.0
Saving Private Ryan,Drama,8.6,Steven Spielberg,70000000.0,482349603.0,Vin Diesel,216119491.0,Tom Hanks,70000000.0,482349603.0,70000000.0
American History X,Drama,8.5,Tony Kaye,20000000.0,23875127.0,Beverly D'Angelo,6712241.0,Ethan Suplee,7500000.0,23875127.0,7500000.0
"Lock, Stock and Two Smoking Barrels",Action,8.2,Guy Ritchie,,3753929.0,Jason Flemyng,3650677.0,Jason Statham,960000.0,3753929.0,960000.0
The Truman Show,Comedy,8.1,Peter Weir,60000000.0,264118201.0,Noah Emmerich,125603360.0,Natascha McElhone,60000000.0,264118201.0,60000000.0
Armageddon,Action,6.7,Michael Bay,140000000.0,553709788.0,Steve Buscemi,201573391.0,Bruce Willis,140000000.0,553709788.0,140000000.0
Rounders,Crime,7.3,John Dahl,12000000.0,22912409.0,Martin Landau,22905674.0,Matt Damon,12000000.0,22912409.0,12000000.0
Wild Things,Crime,6.5,John McNaughton,20000000.0,30166293.0,Robert Wagner,29753944.0,Bill Murray,20000000.0,30166293.0,20000000.0
Blade,Action,7.1,Stephen Norrington,45000000.0,131183530.0,Traci Lords,70001065.0,Sanaa Lathan,45000000.0,131183530.0,45000000.0
Meet Joe Black,Drama,7.2,Martin Brest,90000000.0,142940100.0,Brad Pitt,44606335.0,Anthony Hopkins,90000000.0,142940100.0,90000000.0
Fear and Loathing in Las Vegas,Adventure,7.6,Terry Gilliam,18500000.0,10680275.0,Michael Jeter,10562387.0,Johnny Depp,18500000.0,10680275.0,18500000.0
Deep Impact,Action,6.2,Mimi Leder,75000000.0,349464664.0,Jon Favreau,140459099.0,Morgan Freeman,75000000.0,349464664.0,75000000.0
There's Something About Mary,Comedy,7.1,Bobby Farrelly,23000000.0,369884651.0,Lin Shaye,176483808.0,Sarah Silverman,23000000.0,369884651.0,23000000.0
The Faculty,Horror,6.5,Robert Rodriguez,15000000.0,40283321.0,Salma Hayek,40064955.0,Jordana Brewster,15000000.0,40283321.0,15000000.0
A Bug's Life,Animation,7.2,John Lasseter,120000000.0,363258859.0,Madeline Kahn,162792677.0,Kevin Spacey,120000000.0,363258859.0,120000000.0
Out of Sight,Comedy,7.0,Steven Soderbergh,48000000.0,77745966.0,Albert Brooks,37339525.0,Don Cheadle,48000000.0,77745966.0,48000000.0
Mulan,Animation,7.6,Tony Bancroft,90000000.0,304320254.0,Harvey Fierstein,120618403.0,Ming-Na Wen,90000000.0,304320254.0,90000000.0
Practical Magic,Comedy,6.3,Griffin Dunne,75000000.0,46733235.0,Dianne Wiest,46611204.0,Goran Visnjic,48000000.0,46733235.0,48000000.0
The Thin Red Line,Drama,7.6,Terrence Malick,52000000.0,98126565.0,Miranda Otto,36385763.0,Nick Stahl,52000000.0,98126565.0,52000000.0
You've Got Mail,Comedy,6.7,Nora Ephron,65000000.0,250821495.0,Jean Stapleton,115731542.0,Tom Hanks,65000000.0,250821495.0,65000000.0
What Dreams May Come,Drama,7.0,Vincent Ward,85000000.0,55382927.0,Annabella Sciorra,55350897.0,Robin Williams,85000000.0,55382927.0,85000000.0
Rushmore,Comedy,7.7,Wes Anderson,9000000.0,17196103.0,Connie Nielsen,17096053.0,Bill Murray,9000000.0,17196103.0,9000000.0
The Mask of Zorro,Action,6.8,Martin Campbell,95000000.0,250288523.0,Tony Amendola,93771072.0,Anthony Hopkins,65000000.0,250288523.0,65000000.0
Dark City,Fantasy,7.6,Alex Proyas,27000000.0,27200316.0,William Hurt,14337579.0,Rufus Sewell,27000000.0,27200316.0,27000000.0
Ever After: A Cinderella Story,Comedy,7.0,Andy Tennant,26000000.0,98005666.0,Dougray Scott,65703412.0,Anjelica Huston,26000000.0,98005666.0,26000000.0
Shakespeare in Love,Comedy,7.1,John Madden,25000000.0,289317794.0,Martin Clunes,100241322.0,Tom Wilkinson,25000000.0,289317794.0,25000000.0
Can't Hardly Wait,Comedy,6.5,Harry Elfont,10000000.0,25605015.0,Lauren Ambrose,25339117.0,Ethan Embry,10000000.0,25605015.0,10000000.0
Small Soldiers,Action,6.2,Joe Dante,40000000.0,54682547.0,Denis Leary,53955614.0,Kirsten Dunst,40000000.0,54682547.0,40000000.0
Snake Eyes,Crime,6.0,Brian De Palma,73000000.0,103891409.0,Mike Starr,55585389.0,Nicolas Cage,69000000.0,103891409.0,69000000.0
The Prince of Egypt,Animation,7.1,Brenda Chapman,70000000.0,218613188.0,Aria Noelle Curzon,101217900.0,Martin Short,70000000.0,218613188.0,70000000.0
Stepmom,Comedy,6.8,Chris Columbus,50000000.0,159710793.0,Liam Aiken,91030827.0,Julia Roberts,50000000.0,159710793.0,50000000.0
The Waterboy,Comedy,6.1,Frank Coraci,23000000.0,185991646.0,Clint Howard,161487252.0,Adam Sandler,20000000.0,185991646.0,20000000.0
Blast from the Past,Comedy,6.6,Hugh Wilson,35000000.0,40263020.0,Sissy Spacek,26494611.0,Brendan Fraser,35000000.0,40263020.0,35000000.0
Star Trek: Insurrection,Action,6.4,Jonathan Frakes,58000000.0,112587658.0,Jonathan Frakes,70117571.0,LeVar Burton,58000000.0,112587658.0,58000000.0
The Man in the Iron Mask,Action,6.5,Randall Wallace,35000000.0,182968902.0,Anne Parillaud,56876365.0,Leonardo DiCaprio,35000000.0,182968902.0,35000000.0
Enemy of the State,Action,7.3,Tony Scott,90000000.0,250849789.0,Jake Busey,111544445.0,Will Smith,90000000.0,250849789.0,90000000.0
The Celebration,Drama,8.1,Thomas Vinterberg,1300000.0,1657778.0,Paprika Steen,1647780.0,Ulrich Thomsen,1300000.0,1657778.0,1300000.0
Urban Legend,Horror,5.6,Jamie Blanks,14000000.0,72527595.0,Loretta Devine,38048637.0,Alicia Witt,14000000.0,72527595.0,14000000.0
Ronin,Action,7.3,John Frankenheimer,55000000.0,41616262.0,Natascha McElhone,41609593.0,Robert De Niro,55000000.0,41616262.0,55000000.0
Lost in Space,Action,5.2,Stephen Hopkins,80000000.0,136159423.0,William Hurt,69102910.0,Gary Oldman,80000000.0,136159423.0,80000000.0
Bride of Chucky,Comedy,5.4,Ronny Yu,25000000.0,50688658.0,Park Bench,32368960.0,Alexis Arquette,25000000.0,50688658.0,25000000.0
Pi,Drama,7.4,Darren Aronofsky,60000.0,3221152.0,Clint Mansell,3216970.0,Mark Margolis,60000.0,3221152.0,60000.0
The Horse Whisperer,Drama,6.6,Robert Redford,60000000.0,186883563.0,Kristin Scott Thomas,75370763.0,Scarlett Johansson,60000000.0,186883563.0,60000000.0
Happiness,Comedy,7.7,Todd Solondz,2200000.0,2982011.0,Jon Lovitz,3000000.0,Philip Seymour Hoffman,3000000.0,2982011.0,3000000.0
Patch Adams,Biography,6.8,Tom Shadyac,90000000.0,202292902.0,Philip Seymour Hoffman,135014968.0,Robin Williams,50000000.0,202292902.0,50000000.0
Sphere,Action,6.1,Barry Levinson,80000000.0,37020277.0,James Pickens Jr.,36976367.0,Peter Coyote,75000000.0,37020277.0,75000000.0
Six Days Seven Nights,Action,5.8,Ivan Reitman,70000000.0,164839294.0,Anne Heche,74329966.0,Harrison Ford,70000000.0,164839294.0,70000000.0
Deep Rising,Action,6.1,Stephen Sommers,45000000.0,11203026.0,Jason Flemyng,11146409.0,Djimon Hounsou,45000000.0,11203026.0,45000000.0
Lethal Weapon 4,Action,6.6,Richard Donner,140000000.0,285444603.0,Rene Russo,129734803.0,Jet Li,140000000.0,285444603.0,140000000.0
Elizabeth,Biography,7.4,Shekhar Kapur,30000000.0,82150642.0,John Gielgud,30012990.0,Fanny Ardant,25000000.0,82150642.0,25000000.0
The Negotiator,Action,7.3,F. Gary Gray,50000000.0,44547681.0,Michael Cudlitz,44484065.0,Kevin Spacey,50000000.0,44547681.0,50000000.0
54,Drama,5.8,Mark Christopher,13000000.0,16757163.0,Ellen Albertini Dow,16574731.0,Salma Hayek,13000000.0,16757163.0,13000000.0
Hope Floats,Drama,6.0,Forest Whitaker,30000000.0,81471882.0,Harry Connick Jr.,60033780.0,Bill Cobbs,30000000.0,81471882.0,30000000.0
Sliding Doors,Comedy,6.7,Peter Howitt,6000000.0,11841544.0,Kevin McNally,11883495.0,Jeanne Tripplehorn,9000000.0,11841544.0,9000000.0
Buffalo '66,Comedy,7.5,Vincent Gallo,1500000.0,2375097.0,Vincent Gallo,2365931.0,Anjelica Huston,1500000.0,2375097.0,1500000.0
Psycho,Horror,4.6,Gus Van Sant,60000000.0,37170655.0,Vera Miles,32000000.0,Janet Leigh,806947.0,37170655.0,806947.0
Disturbing Behavior,Horror,5.6,David Nutter,15000000.0,17514980.0,Ethan Embry,17411331.0,Bruce Greenwood,15000000.0,17514980.0,15000000.0
Mercury Rising,Action,6.1,Harold Becker,60000000.0,93107289.0,Miko Hughes,32940507.0,Bruce Willis,60000000.0,93107289.0,60000000.0
Run Lola Run,Crime,7.7,Tom Tykwer,,7267585.0,Ludger Pistor,7267324.0,Moritz Bleibtreu,3500000.0,7267585.0,3500000.0
City of Angels,Drama,6.7,Brad Silberling,55000000.0,198685114.0,Andre Braugher,78745923.0,Nicolas Cage,55000000.0,198685114.0,55000000.0
Half Baked,Comedy,6.7,Tamra Davis,8000000.0,17460020.0,Harland Williams,17278980.0,Dave Chappelle,8000000.0,17460020.0,8000000.0
He Got Game,Drama,6.9,Spike Lee,25000000.0,21567853.0,Milla Jovovich,21554585.0,Denzel Washington,25000000.0,21567853.0,25000000.0
Antz,Animation,6.5,Eric Darnell,105000000.0,171757863.0,Woody Allen,90646554.0,Sylvester Stallone,105000000.0,171757863.0,105000000.0
A Simple Plan,Crime,7.5,Sam Raimi,30000000.0,16316273.0,Bridget Fonda,16311763.0,Gary Cole,17000000.0,16316273.0,17000000.0
Vampires,Action,6.1,John Carpenter,20000000.0,20308772.0,Cary-Hiroyuki Tagawa,20241395.0,Sheryl Lee,20000000.0,20308772.0,20000000.0
The Avengers,Action,3.8,Jeremiah S. Chechik,60000000.0,23384939.0,Robert Downey Jr.,623279547.0,Chris Hemsworth,220000000.0,23384939.0,220000000.0
I Still Know What You Did Last Summer,Horror,4.7,Danny Cannon,65000000.0,40002112.0,Mekhi Phifer,39989008.0,Muse Watson,24000000.0,40002112.0,24000000.0
The Siege,Action,6.4,Edward Zwick,70000000.0,116672912.0,Bruce Willis,40932372.0,Denzel Washington,70000000.0,116672912.0,70000000.0
Soldier,Action,6.0,Paul W.S. Anderson,60000000.0,14594226.0,Sean Pertwee,14567883.0,Connie Nielsen,75000000.0,14594226.0,75000000.0
A Night at the Roxbury,Comedy,6.2,John Fortenberry,17000000.0,30331165.0,Chris Kattan,30324946.0,Will Ferrell,17000000.0,30331165.0,17000000.0
The X Files,Drama,7.0,Rob Bowman,66000000.0,189176423.0,Mitch Pileggi,83892374.0,Martin Landau,66000000.0,189176423.0,66000000.0
Six-String Samurai,Action,6.6,Lance Mungia,2000000.0,146125.0,Stephane Gauger,124494.0,Jeffrey Falcon,2000000.0,146125.0,2000000.0
The Replacement Killers,Action,6.2,Antoine Fuqua,30000000.0,19204929.0,Clifton Collins Jr.,18967571.0,Mira Sorvino,30000000.0,19204929.0,30000000.0
Bulworth,Comedy,6.8,Warren Beatty,30000000.0,29202884.0,Kirk Baltz,26525834.0,Warren Beatty,30000000.0,29202884.0,30000000.0
Dirty Work,Comedy,6.4,Bob Saget,13000000.0,10023282.0,Jack Warden,9975684.0,Don Rickles,13000000.0,10023282.0,13000000.0
Doctor Dolittle,Comedy,5.4,Betty Thomas,71500000.0,294456605.0,Raven-Symoné,144156464.0,Oliver Platt,71500000.0,294456605.0,71500000.0
Celebrity,Comedy,6.3,Woody Allen,12000000.0,5078660.0,Aleksa Palladino,5032496.0,Melanie Griffith,12000000.0,5078660.0,12000000.0
Very Bad Things,Comedy,6.3,Peter Berg,30000000.0,9898412.0,Daniel Stern,9801782.0,Jon Favreau,10000000.0,9898412.0,10000000.0
The Big Hit,Action,6.1,Kirk Wong,13000000.0,27007143.0,Elliott Gould,27052167.0,Bokeem Woodbine,13000000.0,27007143.0,13000000.0
Gods and Monsters,Biography,7.4,Bill Condon,10000000.0,6451628.0,Lynn Redgrave,6390032.0,Brendan Fraser,3500000.0,6451628.0,3500000.0
The Red Violin,Drama,7.6,François Girard,18000000.0,10019109.0,Clotilde Mollet,9473382.0,Johannes Silberschneider,10000000.0,10019109.0,10000000.0
Mighty Joe Young,Action,5.7,Ron Underwood,90000000.0,50632037.0,Mika Boorem,50628009.0,Charlize Theron,90000000.0,50632037.0,90000000.0
The Object of My Affection,Comedy,6.0,Nicholas Hytner,15000000.0,46905889.0,Tim Daly,29106737.0,Liam Aiken,15000000.0,46905889.0,15000000.0
Twilight,Crime,6.2,Robert Benton,37000000.0,15055091.0,Taylor Lautner,191449475.0,Kristen Stewart,37000000.0,15055091.0,37000000.0
Les Misérables,Crime,7.4,Bille August,,14096321.0,Eddie Redmayne,148775460.0,Hugh Jackman,61000000.0,14096321.0,61000000.0
Waking Ned Devine,Comedy,7.4,Kirk Jones,3000000.0,55257450.0,David Kelly,24788807.0,James Nesbitt,3000000.0,55257450.0,3000000.0
Babe: Pig in the City,Adventure,5.8,George Miller,90000000.0,69131860.0,Elizabeth Daily,18318000.0,Adam Goldberg,80000000.0,69131860.0,80000000.0
Primary Colors,Comedy,6.7,Mike Nichols,65000000.0,52090187.0,Adrian Lester,38966057.0,Maura Tierney,65000000.0,52090187.0,65000000.0
Hard Rain,Action,5.9,Mikael Salomon,70000000.0,19870567.0,Minnie Driver,19819494.0,Morgan Freeman,70000000.0,19870567.0,70000000.0
Simon Birch,Comedy,6.9,Mark Steven Johnson,30000000.0,18253415.0,Jan Hooks,18252684.0,Oliver Platt,30000000.0,18253415.0,30000000.0
How Stella Got Her Groove Back,Comedy,5.7,Kevin Rodney Sullivan,20000000.0,39278722.0,James Pickens Jr.,37672350.0,Richard Lawson,20000000.0,39278722.0,20000000.0
A Civil Action,Drama,6.6,Steven Zaillian,75000000.0,56709981.0,Kathleen Quinlan,56702901.0,Robert Duvall,60000000.0,56709981.0,60000000.0
The Rugrats Movie,Animation,5.9,Igor Kovalyov,24000000.0,140894675.0,Cree Summer,100491683.0,Elizabeth Daily,24000000.0,140894675.0,24000000.0
The Players Club,Comedy,5.9,Ice Cube,4500000.0,23261485.0,Monica Calhoun,23031390.0,Bernie Mac,4500000.0,23261485.0,4500000.0
Dead Man on Campus,Comedy,6.0,Alan Cohn,14000000.0,15064946.0,Linda Cardellini,15062898.0,Alyson Hannigan,14000000.0,15064946.0,14000000.0
The Newton Boys,Action,6.1,Richard Linklater,27000000.0,10452012.0,Lew Temple,10297897.0,Matthew McConaughey,27000000.0,10452012.0,27000000.0
Central Station,Drama,8.0,Walter Salles,2900000.0,5971073.0,Matheus Nachtergaele,5595428.0,Fernanda Montenegro,2900000.0,5971073.0,2900000.0
Without Limits,Biography,7.2,Robert Towne,25000000.0,777423.0,Monica Potter,777423.0,Billy Burke,25000000.0,777423.0,25000000.0
Smoke Signals,Comedy,7.2,Chris Eyre,2000000.0,6745362.0,Irene Bedard,6719300.0,Michael Greyeyes,2000000.0,6745362.0,2000000.0
Beloved,Drama,6.0,Jonathan Demme,80000000.0,22852487.0,Kimberly Elise,22843047.0,Oprah Winfrey,55000000.0,22852487.0,55000000.0
One True Thing,Drama,7.0,Carl Franklin,30000000.0,26616840.0,William Hurt,23209440.0,Meryl Streep,30000000.0,26616840.0,30000000.0
Slums of Beverly Hills,Comedy,6.6,Tamara Jenkins,5000000.0,5502773.0,Kevin Corrigan,5480318.0,Natasha Lyonne,5000000.0,5502773.0,5000000.0
Barney's Great Adventure,Adventure,3.2,Steve Gomer,15000000.0,12218638.0,Kyla Pratt,11144518.0,Trevor Morgan,15000000.0,12218638.0,15000000.0
Meet the Deedles,Comedy,4.1,Steve Boyum,24000000.0,4356216.0,M.C. Gainey,4308981.0,Paul Walker,24000000.0,4356216.0,24000000.0
Clay Pigeons,Comedy,6.6,David Dobkin,8000000.0,1794086.0,Vince Vieluf,1789892.0,Janeane Garofalo,8000000.0,1794086.0,8000000.0
