name,genre,score,director,star,budget_x,gross_x,director_name,actor_2_name,gross_y,genres,actor_1_name,movie_title,budget_y,imdb_score
The Pink Panther,Adventure,5.7,Shawn Levy,Steve Martin,80000000.0,164115897.0,Shawn Levy,Henry Czerny,82226474.0,Adventure|Comedy|Crime|Family|Mystery,Roger Rees,The Pink Panther,65000000.0,5.6
Letters from Iwo Jima,Action,7.9,Clint Eastwood,Ken Watanabe,19000000.0,68673228.0,Clint Eastwood,Kazunari Ninomiya,13753931.0,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima,19000000.0,7.9
Southland Tales,Comedy,5.4,Richard Kelly,Dwayne Johnson,17000000.0,374743.0,Richard Kelly,Curtis Armstrong,273420.0,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,Southland Tales,17000000.0,5.5
Flags of Our Fathers,Action,7.1,Clint Eastwood,Ryan Phillippe,90000000.0,65900249.0,Clint Eastwood,Chris Bauer,33574332.0,Drama|History|War,Paul Walker,Flags of Our Fathers,90000000.0,7.1
Failure to Launch,Comedy,5.6,Tom Dey,Matthew McConaughey,50000000.0,130224158.0,Tom Dey,Matthew McConaughey,88658172.0,Comedy|Romance,Bradley Cooper,Failure to Launch,50000000.0,5.6
Clerks II,Comedy,7.3,Kevin Smith,Brian O'Halloran,5000000.0,26986174.0,Kevin Smith,Jason Mewes,24138847.0,Comedy,Ethan Suplee,Clerks II,5000000.0,7.4
16 Blocks,Action,6.6,Richard Donner,Bruce Willis,52000000.0,65664721.0,Richard Donner,David Zayas,36883539.0,Action|Crime|Drama|Thriller,Bruce Willis,16 Blocks,52000000.0,6.6
My Super Ex-Girlfriend,Comedy,5.1,Ivan Reitman,Uma Thurman,30000000.0,61108981.0,Ivan Reitman,Eddie Izzard,22526144.0,Comedy|Romance|Sci-Fi,Rainn Wilson,My Super Ex-Girlfriend,30000000.0,5.1
The Lake House,Drama,6.8,Alejandro Agresti,Keanu Reeves,40000000.0,114830111.0,Alejandro Agresti,Dylan Walsh,52320979.0,Drama|Fantasy|Romance,Keanu Reeves,The Lake House,40000000.0,6.8
Open Season,Animation,6.1,Roger Allers,Ashton Kutcher,85000000.0,200811689.0,Roger Allers,Debra Messing,84303558.0,Adventure|Animation|Comedy|Family,Jon Favreau,Open Season,85000000.0,6.2
Charlotte's Web,Adventure,6.3,Gary Winick,Dakota Fanning,85000000.0,148963822.0,Gary Winick,Julia Roberts,82506325.0,Comedy|Family|Fantasy,Steve Buscemi,Charlotte's Web,,6.4
The Omen,Action,5.5,John Moore,Liev Schreiber,25000000.0,119974972.0,Richard Donner,Patrick Troughton,,Fantasy|Horror|Mystery,Lee Remick,The Omen,2800000.0,7.6
The Omen,Action,5.5,John Moore,Liev Schreiber,25000000.0,119974972.0,Richard Donner,Patrick Troughton,,Fantasy|Horror|Mystery,Lee Remick,The Omen,2800000.0,7.6
Beerfest,Comedy,6.3,Jay Chandrasekhar,Jay Chandrasekhar,17500000.0,20387597.0,Jay Chandrasekhar,Owain Yeoman,19179969.0,Comedy,Chris Moss,Beerfest,17500000.0,6.3
Stay Alive,Fantasy,5.1,William Brent Bell,Jon Foster,7000000.0,27298695.0,William Brent Bell,Frankie Muniz,23078294.0,Horror|Thriller,Adam Goldberg,Stay Alive,9000000.0,5.1
Notes on a Scandal,Crime,7.4,Richard Eyre,Cate Blanchett,15000000.0,49814392.0,Richard Eyre,Andrew Simpson,17508670.0,Crime|Drama|Romance|Thriller,Phil Davis,Notes on a Scandal,15000000.0,7.4
"Paris, je t'aime",Comedy,7.2,Directors,Juliette Binoche,13000000.0,17471727.0,Olivier Assayas,Miranda Richardson,4857376.0,Comedy|Drama|Romance,Steve Buscemi,"Paris, je t'aime",13000000.0,7.3
Volver,Comedy,7.6,Pedro Almodóvar,Penélope Cruz,,85585177.0,Pedro Almodóvar,Lola Dueñas,12899702.0,Comedy|Crime|Drama|Mystery,Carmen Maura,Volver,,7.6
Firewall,Action,5.8,Richard Loncraine,Harrison Ford,50000000.0,82751189.0,Richard Loncraine,Harrison Ford,48745150.0,Crime|Thriller,Jimmy Bennett,Firewall,50000000.0,5.8
Hatchet,Comedy,5.7,Adam Green,Kane Hodder,1500000.0,208550.0,Adam Green,Kane Hodder,,Comedy|Horror,Joel David Moore,Hatchet,1500000.0,5.7
We Are Marshall,Drama,7.1,McG,Matthew McConaughey,65000000.0,43545364.0,McG,Kimberly Williams-Paisley,43532294.0,Drama|Sport,Matthew McConaughey,We Are Marshall,65000000.0,7.1
Just My Luck,Comedy,5.4,Donald Petrie,Lindsay Lohan,28000000.0,38159905.0,Donald Petrie,Carlos Ponce,17324744.0,Comedy|Fantasy|Romance,Samaire Armstrong,Just My Luck,28000000.0,5.3
Madea's Family Reunion,Comedy,5.3,Tyler Perry,Tyler Perry,6000000.0,63368939.0,Tyler Perry,Cicely Tyson,63231524.0,Comedy|Drama|Romance,Boris Kodjoe,Madea's Family Reunion,6000000.0,5.0
The Marine,Action,4.7,John Bonito,John Cena,20000000.0,22165608.0,John Bonito,Firass Dirani,18843314.0,Action|Drama|Thriller,Kelly Carlson,The Marine,20000000.0,4.7
The Painted Veil,Drama,7.5,John Curran,Naomi Watts,19400000.0,26910847.0,John Curran,Sally Hawkins,8047690.0,Drama|Romance,Toby Jones,The Painted Veil,19400000.0,7.5
Let's Go to Prison,Comedy,6.0,Bob Odenkirk,Dax Shepard,,4630045.0,Bob Odenkirk,Chi McBride,4613815.0,Comedy|Crime,Dylan Baker,Let's Go to Prison,,6.0
Ultraviolet,Action,4.4,Kurt Wimmer,Milla Jovovich,30000000.0,31070211.0,Kurt Wimmer,Cameron Bright,18500966.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Ultraviolet,30000000.0,4.4
Factory Girl,Biography,6.4,George Hickenlooper,Sienna Miller,7000000.0,3572632.0,George Hickenlooper,Jimmy Fallon,1654367.0,Biography|Drama,Hayden Christensen,Factory Girl,7000000.0,6.4
Akeelah and the Bee,Drama,7.4,Doug Atchison,Angela Bassett,8000000.0,18948425.0,Doug Atchison,Sean Michael Afable,18811135.0,Drama,Curtis Armstrong,Akeelah and the Bee,,7.5
The Ultimate Gift,Drama,7.3,Michael O. Sajbel,Drew Fuller,,3438735.0,Michael O. Sajbel,Drew Fuller,3420871.0,Drama|Family|Romance,Bill Cobbs,The Ultimate Gift,,7.4
Barnyard,Animation,5.6,Steve Oedekerk,Kevin James,51000000.0,116755080.0,Steve Oedekerk,Wanda Sykes,72601713.0,Animation|Comedy|Family,Rob Paulsen,Barnyard,51000000.0,5.6
Arthur and the Invisibles,Animation,6.0,Luc Besson,Freddie Highmore,86000000.0,108605609.0,Luc Besson,Adam LeFevre,15131330.0,Adventure|Animation|Family|Fantasy,Mia Farrow,Arthur and the Invisibles,86000000.0,6.0
Zoom,Action,4.4,Peter Hewitt,Tim Allen,35000000.0,12506362.0,Peter Hewitt,Rip Torn,11631245.0,Action|Adventure|Family|Sci-Fi,Kevin Zegers,Zoom,35000000.0,4.2
Eight Below,Adventure,7.3,Frank Marshall,Paul Walker,40000000.0,120455994.0,Frank Marshall,Bruce Greenwood,81593527.0,Adventure|Drama|Family,Paul Walker,Eight Below,40000000.0,7.3
Curse of the Golden Flower,Action,7.0,Yimou Zhang,Chow Yun-Fat,45000000.0,78568977.0,Yimou Zhang,Ye Liu,6565495.0,Drama|Romance,Li Gong,Curse of the Golden Flower,45000000.0,7.0
Date Movie,Comedy,2.8,Aaron Seltzer,Alyson Hannigan,20000000.0,85749034.0,Aaron Seltzer,Carmen Electra,48546578.0,Comedy|Romance,Alyson Hannigan,Date Movie,20000000.0,2.7
Flyboys,Action,6.5,Tony Bill,James Franco,60000000.0,17858059.0,Tony Bill,Tyler Labine,13082288.0,Action|Adventure|Drama|History|Romance|War,James Franco,Flyboys,60000000.0,6.6
Find Me Guilty,Biography,7.0,Sidney Lumet,Vin Diesel,13000000.0,2636637.0,Sidney Lumet,Vin Diesel,1172769.0,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty,13000000.0,7.1
"You, Me and Dupree",Comedy,5.6,Anthony Russo,Kate Hudson,54000000.0,130628903.0,Anthony Russo,Billy Gardell,75604320.0,Comedy|Romance,Todd Stashwick,"You, Me and Dupree",54000000.0,5.6
Curious George,Animation,6.5,Matthew O'Callaghan,Will Ferrell,50000000.0,69865924.0,Matthew O'Callaghan,Frank Welker,58336565.0,Adventure|Animation|Comedy|Family,Will Ferrell,Curious George,50000000.0,6.6
Flicka,Adventure,6.1,Michael Mayer,Alison Lohman,15000000.0,21893591.0,Michael Mayer,Danny Pino,20998709.0,Adventure|Drama|Family,Alison Lohman,Flicka,15000000.0,6.2
Glory Road,Biography,7.2,James Gartner,Josh Lucas,,42938449.0,James Gartner,Austin Nichols,42643187.0,Biography|Drama|Sport,Mehcad Brooks,Glory Road,,7.2
Black Christmas,Horror,4.6,Glen Morgan,Michelle Trachtenberg,9000000.0,21510851.0,Glen Morgan,Crystal Lowe,16235293.0,Horror,Oliver Hudson,Black Christmas,9000000.0,4.5
Wristcutters: A Love Story,Comedy,7.3,Goran Dukic,Patrick Fugit,1000000.0,454026.0,Goran Dukic,Patrick Fugit,104077.0,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story,1000000.0,7.4
Last Holiday,Comedy,6.5,Wayne Wang,Queen Latifah,45000000.0,43451846.0,Wayne Wang,Alicia Witt,38360195.0,Adventure|Comedy|Drama,LL Cool J,Last Holiday,45000000.0,6.4
Friends with Money,Comedy,5.8,Nicole Holofcener,Jennifer Aniston,6500000.0,18245244.0,Nicole Holofcener,Marin Hinkle,13367101.0,Comedy|Drama|Romance,Greg Germann,Friends with Money,6500000.0,5.9
All the King's Men,Drama,6.2,Steven Zaillian,Sean Penn,55000000.0,9451623.0,Steven Zaillian,Anthony Hopkins,7221458.0,Drama|Thriller,Kate Winslet,All the King's Men,55000000.0,6.2
ATL,Comedy,6.2,Chris Robinson,T.I.,20000000.0,21170563.0,Chris Robinson,Adam Boyer,21160089.0,Comedy|Crime|Drama|Music|Romance,T.I.,ATL,,6.0
Bobby,Biography,7.0,Emilio Estevez,Anthony Hopkins,14000000.0,20718608.0,Emilio Estevez,Nick Cannon,11204499.0,Drama|History,Anthony Hopkins,Bobby,14000000.0,7.0
Half Nelson,Drama,7.2,Ryan Fleck,Ryan Gosling,700000.0,4660481.0,Ryan Fleck,Tristan Mack Wilds,2694973.0,Drama,Ryan Gosling,Half Nelson,700000.0,7.2
Infamous,Biography,7.1,Douglas McGrath,Toby Jones,13000000.0,2689799.0,Douglas McGrath,Isabella Rossellini,1150403.0,Biography|Crime|Drama,Toby Jones,Infamous,13000000.0,7.1
Take the Lead,Drama,6.6,Liz Friedlander,Antonio Banderas,30000000.0,66500090.0,Liz Friedlander,Yaya DaCosta,34703228.0,Drama|Music,Alfre Woodard,Take the Lead,30000000.0,6.7
Gridiron Gang,Biography,6.9,Phil Joanou,Dwayne Johnson,30000000.0,41480851.0,Phil Joanou,Jurnee Smollett-Bell,38432823.0,Crime|Drama|Sport,Dwayne Johnson,Gridiron Gang,30000000.0,6.9
The Ant Bully,Animation,5.8,John A. Davis,Paul Giamatti,50000000.0,55181129.0,John A. Davis,Meryl Streep,28133159.0,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully,50000000.0,5.9
Rang De Basanti,Comedy,8.1,Rakeysh Omprakash Mehra,Aamir Khan,,10800778.0,Rakeysh Omprakash Mehra,Steven Mackintosh,2197331.0,Comedy|Drama|History|Romance,Anupam Kher,Rang De Basanti,,8.4
Peaceful Warrior,Drama,7.3,Victor Salva,Scott Mechlowicz,10000000.0,4326927.0,Victor Salva,Tim DeKay,1055654.0,Drama|Romance|Sport,Scott Mechlowicz,Peaceful Warrior,10000000.0,7.3
Miss Potter,Biography,7.0,Chris Noonan,Renée Zellweger,30000000.0,35078241.0,Chris Noonan,Bill Paterson,2975649.0,Biography|Drama|Romance,Emily Watson,Miss Potter,30000000.0,7.0
Big Momma's House 2,Comedy,4.8,John Whitesell,Martin Lawrence,40000000.0,141522961.0,John Whitesell,Nia Long,70163652.0,Comedy|Crime,Chloë Grace Moretz,Big Momma's House 2,40000000.0,4.6
The Astronaut Farmer,Adventure,6.3,Michael Polish,Billy Bob Thornton,13000000.0,11130889.0,Michael Polish,Virginia Madsen,10996440.0,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer,13000000.0,6.3
Severance,Comedy,6.5,Christopher Smith,Danny Dyer,,5515163.0,Christopher Smith,Toby Stephens,136432.0,Comedy|Horror|Thriller,Danny Dyer,Severance,5000000.0,6.6
Loving Annabelle,Drama,6.3,Katherine Brooks,Erin Kelly,1000000.0,,Katherine Brooks,Kevin McCarthy,,Drama|Romance,Ilene Graff,Loving Annabelle,1000000.0,6.7
Kabhi Alvida Naa Kehna,Drama,6.1,Karan Johar,Shah Rukh Khan,,25229168.0,Karan Johar,John Abraham,3275443.0,Drama,Shah Rukh Khan,Kabhi Alvida Naa Kehna,700000000.0,6.0
Old Joy,Drama,6.8,Kelly Reichardt,Daniel London,300000.0,301047.0,Kelly Reichardt,Lucy,255352.0,Drama,Daniel London,Old Joy,300000.0,6.7
The Grudge 2,Horror,5.1,Takashi Shimizu,Amber Tamblyn,20000000.0,70711175.0,Takashi Shimizu,Sarah Roemer,39143839.0,Horror|Thriller,Sarah Michelle Gellar,The Grudge 2,20000000.0,5.0
For Your Consideration,Comedy,6.3,Christopher Guest,Catherine O'Hara,12000000.0,5925637.0,Christopher Guest,Catherine O'Hara,5542025.0,Comedy,John Michael Higgins,For Your Consideration,12000000.0,6.3
The Sentinel,Action,6.1,Clark Johnson,Michael Douglas,60000000.0,78810595.0,Clark Johnson,David Rasche,36279230.0,Action|Crime|Thriller,Blair Brown,The Sentinel,60000000.0,6.1
Hoot,Adventure,5.5,Wil Shriner,Logan Lerman,15000000.0,8224998.0,Wil Shriner,Neil Flynn,8080116.0,Adventure|Comedy|Family,Logan Lerman,Hoot,15000000.0,5.6
There Will Be Blood,Drama,8.2,Paul Thomas Anderson,Daniel Day-Lewis,25000000.0,76182388.0,Paul Thomas Anderson,Paul F. Tompkins,40218903.0,Drama,Jim Meskimen,There Will Be Blood,25000000.0,8.1
No Country for Old Men,Crime,8.1,Ethan Coen,Tommy Lee Jones,25000000.0,171627166.0,Ethan Coen,Stephen Root,74273505.0,Crime|Drama|Thriller,Kelly Macdonald,No Country for Old Men,25000000.0,8.1
Stardust,Adventure,7.6,Matthew Vaughn,Charlie Cox,70000000.0,137515140.0,Matthew Vaughn,David Kelly,38345403.0,Adventure|Family|Fantasy|Romance,Henry Cavill,Stardust,70000000.0,7.7
Disturbia,Crime,6.8,D.J. Caruso,Shia LaBeouf,20000000.0,118114220.0,D.J. Caruso,Aaron Yoo,80050171.0,Drama|Mystery|Thriller,Sarah Roemer,Disturbia,20000000.0,6.9
Disturbia,Crime,6.8,D.J. Caruso,Shia LaBeouf,20000000.0,118114220.0,D.J. Caruso,Aaron Yoo,80050171.0,Drama|Mystery|Thriller,Sarah Roemer,Disturbia,20000000.0,6.9
Zodiac,Crime,7.7,David Fincher,Jake Gyllenhaal,65000000.0,84785914.0,David Fincher,Jake Gyllenhaal,33048353.0,Crime|Drama|History|Mystery|Thriller,Robert Downey Jr.,Zodiac,65000000.0,7.7
Superbad,Comedy,7.6,Greg Mottola,Michael Cera,20000000.0,170812526.0,Greg Mottola,Joe Lo Truglio,121463226.0,Comedy,Emma Stone,Superbad,20000000.0,7.6
Transformers,Action,7.0,Michael Bay,Shia LaBeouf,150000000.0,709709780.0,Michael Bay,Michael O'Neill,318759914.0,Action|Adventure|Sci-Fi,Zack Ward,Transformers,150000000.0,7.1
Harry Potter and the Order of the Phoenix,Action,7.5,David Yates,Daniel Radcliffe,150000000.0,942172396.0,David Yates,Daniel Radcliffe,292000866.0,Adventure|Family|Fantasy|Mystery,Robert Pattinson,Harry Potter and the Order of the Phoenix,150000000.0,7.5
Into the Wild,Adventure,8.1,Sean Penn,Emile Hirsch,15000000.0,56675895.0,Sean Penn,William Hurt,18352454.0,Adventure|Biography|Drama,Kristen Stewart,Into the Wild,15000000.0,8.2
Ratatouille,Animation,8.0,Brad Bird,Brad Garrett,150000000.0,623726085.0,Brad Bird,John Ratzenberger,206435493.0,Animation|Comedy|Family|Fantasy,Janeane Garofalo,Ratatouille,150000000.0,8.0
Atonement,Drama,7.8,Joe Wright,Keira Knightley,30000000.0,131016624.0,Joe Wright,Alfie Allen,50921738.0,Drama|Mystery|Romance|War,Benedict Cumberbatch,Atonement,30000000.0,7.8
Shooter,Action,7.2,Antoine Fuqua,Mark Wahlberg,61000000.0,95696996.0,Antoine Fuqua,Ned Beatty,46975183.0,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,Shooter,61000000.0,7.2
American Gangster,Biography,7.8,Ridley Scott,Denzel Washington,100000000.0,269755430.0,Ridley Scott,Ruby Dee,130127620.0,Biography|Crime|Drama,Denzel Washington,American Gangster,100000000.0,7.8
Spider-Man 3,Action,6.2,Sam Raimi,Tobey Maguire,258000000.0,894983373.0,Sam Raimi,James Franco,336530303.0,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3,258000000.0,6.2
Spider-Man 3,Action,6.2,Sam Raimi,Tobey Maguire,258000000.0,894983373.0,Sam Raimi,James Franco,336530303.0,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3,258000000.0,6.2
Live Free or Die Hard,Action,7.1,Len Wiseman,Bruce Willis,110000000.0,388156011.0,Len Wiseman,Jonathan Sadowski,134520804.0,Action|Adventure|Thriller,Bruce Willis,Live Free or Die Hard,110000000.0,7.2
Hot Fuzz,Action,7.8,Edgar Wright,Simon Pegg,,80743363.0,Edgar Wright,Joe Cornish,23618786.0,Action|Comedy|Mystery,Bill Bailey,Hot Fuzz,8000000.0,7.9
I Am Legend,Action,7.2,Francis Lawrence,Will Smith,150000000.0,585410052.0,Francis Lawrence,Alice Braga,256386216.0,Drama|Horror|Sci-Fi,Will Smith,I Am Legend,150000000.0,7.2
Juno,Comedy,7.4,Jason Reitman,Elliot Page,7500000.0,232372681.0,Jason Reitman,Jennifer Garner,143492840.0,Comedy|Drama|Romance,J.K. Simmons,Juno,7500000.0,7.5
Juno,Comedy,7.4,Jason Reitman,Elliot Page,7500000.0,232372681.0,Jason Reitman,Jennifer Garner,143492840.0,Comedy|Drama|Romance,J.K. Simmons,Juno,7500000.0,7.5
28 Weeks Later,Horror,7.0,Juan Carlos Fresnadillo,Jeremy Renner,15000000.0,65048678.0,Juan Carlos Fresnadillo,Harold Perrineau,28637507.0,Drama|Horror|Sci-Fi,Jeremy Renner,28 Weeks Later,15000000.0,7.0
Hitman,Action,6.3,Xavier Gens,Timothy Olyphant,24000000.0,101276318.0,Xavier Gens,Dougray Scott,39687528.0,Action|Crime|Drama|Thriller,Henry Ian Cusick,Hitman,24000000.0,6.3
Enchanted,Comedy,7.0,Kevin Lima,Amy Adams,85000000.0,340487836.0,Kevin Lima,Teala Dunn,127706877.0,Animation|Comedy|Family|Fantasy|Musical|Romance,Jeff Bennett,Enchanted,85000000.0,7.1
The Mist,Horror,7.1,Frank Darabont,Thomas Jane,18000000.0,57470220.0,Frank Darabont,Alexa Davalos,25592632.0,Horror,Toby Jones,The Mist,18000000.0,7.2
Knocked Up,Comedy,6.9,Judd Apatow,Seth Rogen,30000000.0,219922417.0,Judd Apatow,Martin Starr,148734225.0,Comedy|Romance,Harold Ramis,Knocked Up,30000000.0,7.0
Grindhouse,Action,7.5,Directors,Kurt Russell,67000000.0,25422088.0,Robert Rodriguez,Rosario Dawson,25031037.0,Action|Horror|Thriller,Quentin Tarantino,Grindhouse,53000000.0,7.6
Ghost Rider,Action,5.3,Mark Steven Johnson,Nicolas Cage,110000000.0,228738393.0,Mark Steven Johnson,Matt Long,115802596.0,Action|Fantasy|Thriller,Nicolas Cage,Ghost Rider,110000000.0,5.2
Hot Rod,Comedy,6.7,Akiva Schaffer,Andy Samberg,,14353654.0,Akiva Schaffer,Jorma Taccone,13920741.0,Comedy,Sissy Spacek,Hot Rod,,6.7
Bridge to Terabithia,Drama,7.1,Gabor Csupo,Josh Hutcherson,17000000.0,137587063.0,Gabor Csupo,Zooey Deschanel,82234139.0,Adventure|Drama|Family|Fantasy,Josh Hutcherson,Bridge to Terabithia,17000000.0,7.2
Funny Games,Crime,6.6,Michael Haneke,Naomi Watts,15000000.0,7938872.0,Michael Haneke,Siobhan Fallon Hogan,1294640.0,Crime|Drama|Horror|Thriller,Naomi Watts,Funny Games,15000000.0,6.5
Halloween,Horror,6.1,Rob Zombie,Scout Taylor-Compton,15000000.0,80460948.0,John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9
Halloween,Horror,6.1,Rob Zombie,Scout Taylor-Compton,15000000.0,80460948.0,John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9
Halloween,Horror,6.1,Rob Zombie,Scout Taylor-Compton,15000000.0,80460948.0,John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9
Halloween,Crime,6.5,David Gordon Green,Jamie Lee Curtis,10000000.0,255614941.0,John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9
Halloween,Crime,6.5,David Gordon Green,Jamie Lee Curtis,10000000.0,255614941.0,John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9
Halloween,Crime,6.5,David Gordon Green,Jamie Lee Curtis,10000000.0,255614941.0,John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9
Eastern Promises,Action,7.6,David Cronenberg,Naomi Watts,,56107312.0,David Cronenberg,Naomi Watts,17114882.0,Crime|Mystery|Thriller,Viggo Mortensen,Eastern Promises,25000000.0,7.7
The Bourne Ultimatum,Action,8.0,Paul Greengrass,Matt Damon,110000000.0,444100035.0,Paul Greengrass,Edgar Ramírez,227137090.0,Action|Mystery|Thriller,Matt Damon,The Bourne Ultimatum,110000000.0,8.1
Beowulf,Animation,6.2,Robert Zemeckis,Ray Winstone,150000000.0,196393745.0,Robert Zemeckis,Anthony Hopkins,82161969.0,Action|Adventure|Animation|Fantasy,Robin Wright,Beowulf,150000000.0,6.3
3:10 to Yuma,Action,7.7,James Mangold,Russell Crowe,55000000.0,70016220.0,James Mangold,Logan Lerman,53574088.0,Adventure|Crime|Drama|Western,Christian Bale,3:10 to Yuma,55000000.0,7.8
Across the Universe,Drama,7.3,Julie Taymor,Evan Rachel Wood,45000000.0,29625761.0,Julie Taymor,T.V. Carpio,24343673.0,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe,45000000.0,7.4
Across the Universe,Drama,7.3,Julie Taymor,Evan Rachel Wood,45000000.0,29625761.0,Julie Taymor,T.V. Carpio,24343673.0,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe,45000000.0,7.4
Ocean's Thirteen,Crime,6.9,Steven Soderbergh,George Clooney,85000000.0,311312624.0,Steven Soderbergh,Matt Damon,117144465.0,Crime|Thriller,Al Pacino,Ocean's Thirteen,85000000.0,6.9
Blades of Glory,Comedy,6.3,Josh Gordon,Will Ferrell,61000000.0,145710347.0,Josh Gordon,Amy Poehler,118153533.0,Comedy|Sport,Will Ferrell,Blades of Glory,61000000.0,6.3
Surf's Up,Animation,6.7,Ash Brannon,Shia LaBeouf,100000000.0,152005713.0,Ash Brannon,Zooey Deschanel,58867694.0,Animation|Comedy|Family|Sport,Jeff Bridges,Surf's Up,100000000.0,6.8
Resident Evil: Extinction,Action,6.2,Russell Mulcahy,Milla Jovovich,45000000.0,147717833.0,Russell Mulcahy,Mike Epps,50648679.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Extinction,45000000.0,6.3
30 Days of Night,Action,6.6,David Slade,Josh Hartnett,30000000.0,75513170.0,David Slade,Mark Rendall,39568996.0,Horror,Danny Huston,30 Days of Night,32000000.0,6.6
Awake,Crime,6.5,Joby Harold,Hayden Christensen,8600000.0,32730062.0,Joby Harold,Fisher Stevens,14373825.0,Crime|Mystery|Thriller,Hayden Christensen,Awake,8600000.0,6.5
Bee Movie,Animation,6.1,Simon J. Smith,Jerry Seinfeld,150000000.0,293514336.0,Steve Hickner,Oprah Winfrey,126597121.0,Adventure|Animation|Comedy|Family,Matthew Broderick,Bee Movie,150000000.0,6.2
Aliens vs. Predator: Requiem,Action,4.6,Colin Strause,Reiko Aylesworth,40000000.0,130290885.0,Colin Strause,Johnny Lewis,41797066.0,Action|Horror|Sci-Fi|Thriller,Sam Trammell,Aliens vs. Predator: Requiem,40000000.0,4.7
Shrek the Third,Animation,6.1,Chris Miller,Mike Myers,160000000.0,813367380.0,Chris Miller,Eric Idle,320706665.0,Adventure|Animation|Comedy|Family|Fantasy,Justin Timberlake,Shrek the Third,160000000.0,6.1
1408,Fantasy,6.8,Mikael Håfström,John Cusack,25000000.0,132963417.0,Mikael Håfström,Kim Thomson,71975611.0,Fantasy|Horror,Drew Powell,1408,25000000.0,6.8
The Kingdom,Action,7.0,Peter Berg,Jamie Foxx,70000000.0,87019158.0,Peter Berg,Frances Fisher,47456450.0,Action|Drama|Thriller,Jennifer Garner,The Kingdom,70000000.0,7.1
The Assassination of Jesse James by the Coward Robert Ford,Biography,7.5,Andrew Dominik,Brad Pitt,30000000.0,15001776.0,Andrew Dominik,Jeremy Renner,3904982.0,Biography|Crime|Drama|History|Western,Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford,30000000.0,7.5
Good Luck Chuck,Comedy,5.6,Mark Helfrich,Dane Cook,25000000.0,59768495.0,Mark Helfrich,Dan Fogler,35000629.0,Comedy|Romance,Dane Cook,Good Luck Chuck,25000000.0,5.6
Hostel: Part II,Horror,5.5,Eli Roth,Lauren German,10200000.0,35728183.0,Eli Roth,Lauren German,17544812.0,Horror,Jay Hernandez,Hostel: Part II,10000000.0,5.4
Fantastic 4: Rise of the Silver Surfer,Action,5.6,Tim Story,Ioan Gruffudd,130000000.0,301913131.0,Tim Story,Ioan Gruffudd,131920333.0,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer,130000000.0,5.6
The Golden Compass,Adventure,6.1,Chris Weitz,Nicole Kidman,180000000.0,372234864.0,Chris Weitz,Eva Green,70083519.0,Adventure|Family|Fantasy,Christopher Lee,The Golden Compass,180000000.0,6.1
Rush Hour 3,Action,6.2,Brett Ratner,Jackie Chan,140000000.0,258097122.0,Brett Ratner,Dana Ivey,140080850.0,Action|Comedy|Crime|Thriller,Tzi Ma,Rush Hour 3,140000000.0,6.2
Timecrimes,Horror,7.2,Nacho Vigalondo,Karra Elejalde,2600000.0,553198.0,Nacho Vigalondo,Nacho Vigalondo,38108.0,Horror|Mystery|Sci-Fi|Thriller,Karra Elejalde,Timecrimes,2600000.0,7.2
Epic Movie,Adventure,2.4,Jason Friedberg,Kal Penn,20000000.0,87238158.0,Jason Friedberg,Carmen Electra,39737645.0,Adventure|Comedy,David Carradine,Epic Movie,20000000.0,2.3
Michael Clayton,Crime,7.2,Tony Gilroy,George Clooney,25000000.0,92991835.0,Tony Gilroy,Denis O'Hare,49024969.0,Crime|Drama|Mystery|Thriller,Tom Wilkinson,Michael Clayton,25000000.0,7.3
The Bucket List,Adventure,7.4,Rob Reiner,Jack Nicholson,45000000.0,175372502.0,Rob Reiner,Noel Gugliemi,93452056.0,Adventure|Comedy|Drama,Morgan Freeman,The Bucket List,45000000.0,7.4
