name,genre,score,director,star,budget_x,gross_x,director_name,actor_2_name,gross_y,genres,actor_1_name,movie_title,budget_y,imdb_score
Charlie Wilson's War,Biography,7.0,Mike Nichols,Tom Hanks,75000000.0,119483446.0,Mike Nichols,Tom Hanks,66636385.0,Biography|Comedy|Drama|History,Philip Seymour Hoffman,Charlie Wilson's War,75000000.0,7.1
Paranormal Activity,Horror,6.3,Oren Peli,Katie Featherston,15000.0,193355800.0,Oren Peli,Ashley Palmer,107917283.0,Horror,Micah Sloat,Paranormal Activity,15000.0,6.3
Freedom Writers,Biography,7.6,Richard LaGravenese,Hilary Swank,21000000.0,43095175.0,Richard LaGravenese,Scott Glenn,36581633.0,Biography|Crime|Drama,Hunter Parrish,Freedom Writers,21000000.0,7.5
In the Valley of Elah,Crime,7.1,Paul Haggis,Tommy Lee Jones,,29541790.0,Paul Haggis,Charlize Theron,6777589.0,Crime|Drama|Mystery|Thriller,James Franco,In the Valley of Elah,,7.2
Alvin and the Chipmunks,Animation,5.2,Tim Hill,Jason Lee,60000000.0,365352546.0,Tim Hill,Beth Riesgraf,217326336.0,Animation|Comedy|Family|Fantasy|Music,Jesse McCartney,Alvin and the Chipmunks,60000000.0,5.2
P.S. I Love You,Comedy,7.0,Richard LaGravenese,Hilary Swank,30000000.0,156835339.0,Richard LaGravenese,Harry Connick Jr.,53680848.0,Drama|Romance,Gerard Butler,P.S. I Love You,30000000.0,7.1
Lars and the Real Girl,Comedy,7.3,Craig Gillespie,Ryan Gosling,12000000.0,11293663.0,Craig Gillespie,Kelli Garner,5949693.0,Comedy|Drama|Romance,Ryan Gosling,Lars and the Real Girl,12000000.0,7.4
The Orphanage,Drama,7.4,J.A. Bayona,Belén Rueda,,78638987.0,J.A. Bayona,Belén Rueda,7159147.0,Drama|Mystery|Thriller,Geraldine Chaplin,The Orphanage,3400000.0,7.5
The Game Plan,Comedy,6.1,Andy Fickman,Dwayne Johnson,22000000.0,147880543.0,Andy Fickman,Kyra Sedgwick,90636983.0,Comedy|Family|Sport,Dwayne Johnson,The Game Plan,22000000.0,6.2
Hannibal Rising,Action,6.2,Peter Webber,Gaspard Ulliel,50000000.0,82169884.0,Peter Webber,Stephen Walters,27667947.0,Crime|Drama|Thriller,Li Gong,Hannibal Rising,50000000.0,6.2
Saw IV,Crime,5.9,Darren Lynn Bousman,Tobin Bell,10000000.0,139352633.0,Darren Lynn Bousman,Shawnee Smith,63270259.0,Horror|Mystery,Costas Mandylor,Saw IV,10000000.0,5.9
Premonition,Drama,5.9,Mennan Yapo,Sandra Bullock,20000000.0,84297309.0,Mennan Yapo,Amber Valletta,47852604.0,Drama|Mystery|Thriller,Nia Long,Premonition,20000000.0,5.9
The Simpsons Movie,Animation,7.3,David Silverman,Dan Castellaneta,75000000.0,536414293.0,David Silverman,Yeardley Smith,183132370.0,Adventure|Animation|Comedy,Albert Brooks,The Simpsons Movie,75000000.0,7.4
Teeth,Action,5.4,Mitchell Lichtenstein,Jess Weixler,,2340110.0,Mitchell Lichtenstein,Nathan Parsons,347578.0,Comedy|Fantasy|Horror|Thriller,Jess Weixler,Teeth,,5.4
Death at a Funeral,Comedy,7.4,Frank Oz,Matthew Macfadyen,9000000.0,46789413.0,Frank Oz,Ewen Bremner,8579684.0,Comedy,Peter Dinklage,Death at a Funeral,9000000.0,7.4
Death at a Funeral,Comedy,7.4,Frank Oz,Matthew Macfadyen,9000000.0,46789413.0,Frank Oz,Ewen Bremner,8579684.0,Comedy,Peter Dinklage,Death at a Funeral,9000000.0,7.4
Death at a Funeral,Comedy,5.7,Neil LaBute,Chris Rock,21000000.0,49050886.0,Frank Oz,Ewen Bremner,8579684.0,Comedy,Peter Dinklage,Death at a Funeral,9000000.0,7.4
Death at a Funeral,Comedy,5.7,Neil LaBute,Chris Rock,21000000.0,49050886.0,Frank Oz,Ewen Bremner,8579684.0,Comedy,Peter Dinklage,Death at a Funeral,9000000.0,7.4
Wild Hogs,Action,5.8,Walt Becker,Tim Allen,,253625427.0,Walt Becker,Tichina Arnold,168213584.0,Action|Adventure|Comedy,Jill Hennessy,Wild Hogs,,5.9
Mr. Bean's Holiday,Comedy,6.4,Steve Bendelack,Rowan Atkinson,25000000.0,232225908.0,Steve Bendelack,Emma de Caunes,32553210.0,Comedy|Family,Lily Atkinson,Mr. Bean's Holiday,25000000.0,6.3
The Brothers Solomon,Comedy,5.3,Bob Odenkirk,Will Arnett,10000000.0,1035056.0,Bob Odenkirk,Lee Majors,900926.0,Comedy,Jenna Fischer,The Brothers Solomon,10000000.0,5.3
August Rush,Drama,7.5,Kirsten Sheridan,Freddie Highmore,30000000.0,66122026.0,Kirsten Sheridan,Aaron Staton,31655091.0,Drama|Music,Robin Williams,August Rush,30000000.0,7.5
Music and Lyrics,Comedy,6.5,Marc Lawrence,Hugh Grant,40000000.0,145896422.0,Marc Lawrence,Scott Porter,50562555.0,Comedy|Music|Romance,Brad Garrett,Music and Lyrics,,6.5
The Number 23,Crime,6.4,Joel Schumacher,Jim Carrey,30000000.0,77677553.0,Joel Schumacher,Virginia Madsen,35063732.0,Mystery|Thriller,Logan Lerman,The Number 23,32000000.0,6.4
Evan Almighty,Comedy,5.4,Tom Shadyac,Steve Carell,175000000.0,174440724.0,Tom Shadyac,Morgan Freeman,100289690.0,Comedy|Family|Fantasy,Jimmy Bennett,Evan Almighty,175000000.0,5.4
Rogue,Action,6.2,Greg McLean,Michael Vartan,,4631926.0,,Sarah Carter,,Action|Crime|Drama|Thriller,Cole Hauser,Rogue,,6.8
Once,Drama,7.8,John Carney,Glen Hansard,150000.0,20936722.0,John Carney,Markéta Irglová,9437933.0,Drama|Music|Romance,Glen Hansard,Once,180000.0,7.9
War,Action,6.2,Philip G. Atwell,Jet Li,25000000.0,40481352.0,Philip G. Atwell,Jet Li,22466994.0,Action|Crime|Thriller,Jason Statham,War,25000000.0,6.3
Elizabeth: The Golden Age,Biography,6.8,Shekhar Kapur,Cate Blanchett,55000000.0,75782758.0,Shekhar Kapur,Abbie Cornish,16264475.0,Biography|Drama|History|War,Eddie Redmayne,Elizabeth: The Golden Age,55000000.0,6.9
Waitress,Comedy,7.0,Adrienne Shelly,Keri Russell,1500000.0,22240529.0,Adrienne Shelly,Cheryl Hines,19067631.0,Comedy|Drama|Romance,Lew Temple,Waitress,2000000.0,7.1
No Reservations,Comedy,6.3,Scott Hicks,Catherine Zeta-Jones,28000000.0,92601050.0,Scott Hicks,Lily Rabe,43097652.0,Comedy|Drama|Romance,Zoë Kravitz,No Reservations,28000000.0,6.3
TMNT,Animation,6.2,Kevin Munroe,Patrick Stewart,34000000.0,95802916.0,Kevin Munroe,Sarah Michelle Gellar,54132596.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Chris Evans,TMNT,34000000.0,6.3
Sydney White,Comedy,6.2,Joe Nussbaum,Amanda Bynes,16500000.0,13620075.0,Joe Nussbaum,Matt Long,11702090.0,Comedy|Romance,Danny Strong,Sydney White,16500000.0,6.3
The Kite Runner,Drama,7.6,Marc Forster,Khalid Abdalla,20000000.0,75011029.0,Marc Forster,Shaun Toub,15797907.0,Drama,Mustafa Haidari,The Kite Runner,20000000.0,7.6
Reign Over Me,Drama,7.4,Mike Binder,Adam Sandler,20000000.0,22242388.0,Mike Binder,Don Cheadle,19661987.0,Drama,Adam Sandler,Reign Over Me,20000000.0,7.5
Becoming Jane,Biography,7.0,Julian Jarrold,Anne Hathaway,16500000.0,37407812.0,Julian Jarrold,Julie Walters,18663911.0,Biography|Drama|Romance,Anne Hathaway,Becoming Jane,16500000.0,7.1
In the Name of the King: A Dungeon Siege Tale,Action,3.8,Uwe Boll,Jason Statham,60000000.0,13097915.0,Uwe Boll,Mike Dopud,4535117.0,Action|Adventure|Fantasy|Thriller,Jason Statham,In the Name of the King: A Dungeon Siege Tale,60000000.0,3.8
We Own the Night,Action,6.8,James Gray,Joaquin Phoenix,21000000.0,55033767.0,James Gray,Oleg Taktarov,28563179.0,Crime|Drama|Thriller,Robert Duvall,We Own the Night,21000000.0,6.9
Savage Grace,Drama,5.8,Tom Kalin,Julianne Moore,4600000.0,1432799.0,Tom Kalin,Elena Anaya,434417.0,Drama,Eddie Redmayne,Savage Grace,4600000.0,5.9
Death Sentence,Action,6.7,James Wan,Kevin Bacon,20000000.0,16974459.0,James Wan,Kelly Preston,9525276.0,Action|Crime|Thriller,Aisha Tyler,Death Sentence,20000000.0,6.8
Elite Squad,Action,8.0,José Padilha,Wagner Moura,4000000.0,14759148.0,José Padilha,Fernanda Machado,8060.0,Action|Crime|Drama|Thriller,Wagner Moura,Elite Squad,4000000.0,8.1
The Diving Bell and the Butterfly,Biography,8.0,Julian Schnabel,Mathieu Amalric,,19780116.0,Julian Schnabel,Mathieu Amalric,5990075.0,Biography|Drama,Emmanuelle Seigner,The Diving Bell and the Butterfly,,8.0
My Blueberry Nights,Drama,6.6,Kar-Wai Wong,Norah Jones,10000000.0,22007671.0,Kar-Wai Wong,Norah Jones,866778.0,Drama|Romance,Natalie Portman,My Blueberry Nights,10000000.0,6.7
The Messengers,Drama,5.4,Danny Pang,Dylan McDermott,16000000.0,55060212.0,,Jessika Van,,Drama|Fantasy|Mystery|Thriller,Joel Courtney,The Messengers,,6.6
Love in the Time of Cholera,Drama,6.4,Mike Newell,Javier Bardem,45000000.0,31575877.0,Mike Newell,Giovanna Mezzogiorno,4584886.0,Drama|Romance,Marcela Mar,Love in the Time of Cholera,45000000.0,6.4
The Reaping,Horror,5.6,Stephen Hopkins,Hilary Swank,40000000.0,62771059.0,Stephen Hopkins,Andrea Frankle,25117498.0,Horror|Thriller,Stephen Rea,The Reaping,40000000.0,5.7
The Invasion,Sci-Fi,5.9,Oliver Hirschbiegel,Nicole Kidman,80000000.0,40170558.0,Oliver Hirschbiegel,Veronica Cartwright,15071514.0,Sci-Fi|Thriller,Roger Rees,The Invasion,80000000.0,5.9
Redacted,Crime,6.1,Brian De Palma,Patrick Carroll,5000000.0,784604.0,Brian De Palma,Daniel Stewart Sherman,65087.0,Crime|Thriller|War,Mike Figueroa,Redacted,5000000.0,6.2
Who's Your Caddy?,Comedy,2.2,Don Michael Paul,Big Boi,7000000.0,5713425.0,Don Michael Paul,Faizon Love,5694308.0,Comedy|Sport,Jeffrey Jones,Who's Your Caddy?,7000000.0,2.0
Persepolis,Animation,8.0,Vincent Paronnaud,Chiara Mastroianni,7300000.0,22783978.0,Vincent Paronnaud,Gena Rowlands,4443403.0,Animation|Biography|Drama|War,Catherine Deneuve,Persepolis,7300000.0,8.0
The Great Debaters,Biography,7.5,Denzel Washington,Denzel Washington,15000000.0,30271556.0,Denzel Washington,Jurnee Smollett-Bell,30226144.0,Biography|Drama,Denzel Washington,The Great Debaters,15000000.0,7.6
Georgia Rule,Comedy,5.8,Garry Marshall,Jane Fonda,20000000.0,25000167.0,Garry Marshall,Zachary Gordon,18882880.0,Comedy|Drama,Hector Elizondo,Georgia Rule,20000000.0,5.9
Hotel for Dogs,Comedy,5.4,Thor Freudenthal,Emma Roberts,35000000.0,117252578.0,Thor Freudenthal,Kevin Dillon,73023275.0,Comedy|Family,Don Cheadle,Hotel for Dogs,35000000.0,5.4
Because I Said So,Comedy,5.7,Michael Lehmann,Diane Keaton,,69485490.0,Michael Lehmann,Stephen Collins,42640890.0,Comedy|Romance,Colin Ferguson,Because I Said So,,5.6
"4 Months, 3 Weeks and 2 Days",Drama,7.9,Cristian Mungiu,Anamaria Marinca,,10174839.0,Cristian Mungiu,Vlad Ivanov,1185783.0,Drama,Anamaria Marinca,"4 Months, 3 Weeks and 2 Days",590000.0,7.9
Lions for Lambs,Crime,6.2,Robert Redford,Tom Cruise,35000000.0,64811540.0,Robert Redford,Tom Cruise,14998070.0,Drama|Thriller|War,Meryl Streep,Lions for Lambs,35000000.0,6.2
Charlie Bartlett,Comedy,7.0,Jon Poll,Anton Yelchin,12000000.0,5254986.0,Jon Poll,Megan Park,3950294.0,Comedy|Drama|Romance,Robert Downey Jr.,Charlie Bartlett,12000000.0,7.0
The Last Legion,Action,5.4,Doug Lefler,Colin Firth,35000000.0,25303038.0,Doug Lefler,Nonso Anozie,5932060.0,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion,35000000.0,5.4
Diary of the Dead,Fantasy,5.6,George A. Romero,Michelle Morgan,2000000.0,5540941.0,George A. Romero,Shawn Roberts,952620.0,Horror,Megan Park,Diary of the Dead,2000000.0,5.7
Mongol: The Rise of Genghis Khan,Action,7.2,Sergei Bodrov,Tadanobu Asano,18000000.0,26527510.0,Sergey Bodrov,Khulan Chuluun,5701643.0,Adventure|Biography|Drama|History|War,Tadanobu Asano,Mongol: The Rise of Genghis Khan,20000000.0,7.3
The Life Before Her Eyes,Drama,6.3,Vadim Perelman,Uma Thurman,13000000.0,7248490.0,Vadim Perelman,Lynn Cohen,303439.0,Drama|Mystery|Thriller,Eva Amurri Martino,The Life Before Her Eyes,8000000.0,6.4
Shotgun Stories,Drama,7.2,Jeff Nichols,Michael Shannon,,185699.0,Jeff Nichols,Natalie Canerday,45661.0,Drama|Thriller,Michael Abbott Jr.,Shotgun Stories,,7.3
Nancy Drew,Comedy,5.9,Andrew Fleming,Emma Roberts,20000000.0,30666930.0,Andrew Fleming,Laura Harring,25584685.0,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Nancy Drew,20000000.0,5.9
In the Land of Women,Comedy,6.4,Jonathan Kasdan,Adam Brody,10000000.0,17562071.0,Jon Kasdan,Elena Anaya,11043445.0,Comedy|Drama|Romance,Kristen Stewart,In the Land of Women,10000000.0,6.5
Rendition,Drama,6.8,Gavin Hood,Reese Witherspoon,27500000.0,27066382.0,Gavin Hood,Jake Gyllenhaal,9664316.0,Drama|Thriller,J.K. Simmons,Rendition,27500000.0,6.8
License to Wed,Comedy,5.3,Ken Kwapis,Mandy Moore,35000000.0,70181325.0,Ken Kwapis,Christine Taylor,43792641.0,Comedy|Romance,Robin Williams,License to Wed,35000000.0,5.3
88 Minutes,Crime,5.9,Jon Avnet,Al Pacino,30000000.0,32593385.0,Jon Avnet,Alicia Witt,16930884.0,Crime|Drama|Mystery|Thriller,Al Pacino,88 Minutes,30000000.0,5.9
Stomp the Yard,Drama,5.4,Sylvain White,Columbus Short,13000000.0,75511123.0,Sylvain White,Laz Alonso,61356221.0,Drama|Music|Romance,Chris Brown,Stomp the Yard,14000000.0,5.2
The Savages,Comedy,7.1,Tamara Jenkins,Laura Linney,,10653221.0,Tamara Jenkins,David Zayas,6610326.0,Comedy|Drama,Philip Seymour Hoffman,The Savages,,7.2
The Hunting Party,Adventure,6.8,Richard Shepard,Richard Gere,25000000.0,7674033.0,Richard Shepard,Zan Marolt,876671.0,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting Party,25000000.0,6.9
Things We Lost in the Fire,Drama,7.2,Susanne Bier,Halle Berry,16000000.0,8591255.0,Susanne Bier,Omar Benson Miller,2849142.0,Drama,Alison Lohman,Things We Lost in the Fire,16000000.0,7.2
The Dark Knight,Action,9.0,Christopher Nolan,Christian Bale,185000000.0,1005973645.0,Christopher Nolan,Heath Ledger,533316061.0,Action|Crime|Drama|Thriller,Christian Bale,The Dark Knight,185000000.0,9.0
Iron Man,Action,7.9,Jon Favreau,Robert Downey Jr.,140000000.0,585796247.0,Jon Favreau,Jeff Bridges,318298180.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man,140000000.0,7.9
The Incredible Hulk,Action,6.7,Louis Leterrier,Edward Norton,150000000.0,264770996.0,Louis Leterrier,Peter Mensah,134518390.0,Action|Adventure|Sci-Fi,Ty Burrell,The Incredible Hulk,150000000.0,6.8
Kung Fu Panda,Animation,7.6,Mark Osborne,Jack Black,130000000.0,631746197.0,Mark Osborne,Wayne Knight,215395021.0,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu Panda,130000000.0,7.6
Tropic Thunder,Action,7.0,Ben Stiller,Ben Stiller,92000000.0,195702963.0,Ben Stiller,Steve Coogan,110416702.0,Action|Comedy,Robert Downey Jr.,Tropic Thunder,92000000.0,7.0
Step Brothers,Comedy,6.9,Adam McKay,Will Ferrell,65000000.0,128108211.0,Adam McKay,Adam Scott,100468793.0,Comedy,Will Ferrell,Step Brothers,65000000.0,6.9
Quantum of Solace,Action,6.6,Marc Forster,Daniel Craig,200000000.0,589580482.0,Marc Forster,Mathieu Amalric,168368427.0,Action|Adventure,Giancarlo Giannini,Quantum of Solace,200000000.0,6.7
Mamma Mia!,Comedy,6.4,Phyllida Lloyd,Meryl Streep,52000000.0,611257819.0,Phyllida Lloyd,Meryl Streep,143704210.0,Comedy|Family|Musical|Romance,Colin Firth,Mamma Mia!,52000000.0,6.3
Indiana Jones and the Kingdom of the Crystal Skull,Action,6.1,Steven Spielberg,Harrison Ford,185000000.0,790653942.0,Steven Spielberg,Ray Winstone,317011114.0,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,6.2
Taken,Action,7.8,Pierre Morel,Liam Neeson,25000000.0,226837760.0,Pierre Morel,Holly Valance,145000989.0,Action|Thriller,Liam Neeson,Taken,25000000.0,7.9
The Curious Case of Benjamin Button,Drama,7.8,David Fincher,Brad Pitt,150000000.0,335802786.0,David Fincher,Jason Flemyng,127490802.0,Drama|Fantasy|Romance,Brad Pitt,The Curious Case of Benjamin Button,150000000.0,7.8
Wanted,Action,6.7,Timur Bekmambetov,Angelina Jolie,75000000.0,342463063.0,Timur Bekmambetov,Morgan Freeman,134568845.0,Action|Crime|Fantasy|Thriller,Angelina Jolie Pitt,Wanted,75000000.0,6.7
Burn After Reading,Comedy,7.0,Ethan Coen,Brad Pitt,37000000.0,163728902.0,Ethan Coen,Brad Pitt,60338891.0,Comedy|Drama,J.K. Simmons,Burn After Reading,37000000.0,7.0
Revolutionary Road,Drama,7.3,Sam Mendes,Leonardo DiCaprio,35000000.0,75981180.0,Sam Mendes,Kate Winslet,22877808.0,Drama|Romance,Leonardo DiCaprio,Revolutionary Road,35000000.0,7.3
Zack and Miri Make a Porno,Comedy,6.5,Kevin Smith,Seth Rogen,24000000.0,42784344.0,Kevin Smith,Jeff Anderson,31452765.0,Comedy|Romance,Gerry Bednob,Zack and Miri Make a Porno,24000000.0,6.6
WALL·E,Animation,8.4,Andrew Stanton,Ben Burtt,180000000.0,521311890.0,Andrew Stanton,Fred Willard,223806889.0,Adventure|Animation|Family|Sci-Fi,John Ratzenberger,WALL·E,180000000.0,8.4
Forgetting Sarah Marshall,Comedy,7.1,Nicholas Stoller,Kristen Bell,30000000.0,105833257.0,Nicholas Stoller,Jack McBrayer,62877175.0,Comedy|Drama|Romance,Mila Kunis,Forgetting Sarah Marshall,30000000.0,7.2
Seven Pounds,Drama,7.6,Gabriele Muccino,Will Smith,55000000.0,169748929.0,Gabriele Muccino,Rosario Dawson,69951824.0,Drama|Romance,Will Smith,Seven Pounds,55000000.0,7.7
Vicky Cristina Barcelona,Comedy,7.1,Woody Allen,Rebecca Hall,15500000.0,96409300.0,Woody Allen,Kevin Dunn,23213577.0,Drama|Romance,Scarlett Johansson,Vicky Cristina Barcelona,15500000.0,7.2
In Bruges,Comedy,7.9,Martin McDonagh,Colin Farrell,15000000.0,34085749.0,Martin McDonagh,Anna Madeley,7757130.0,Comedy|Crime|Drama,Elizabeth Berrington,In Bruges,15000000.0,8.0
Sex and the City,Comedy,5.6,Michael Patrick King,Sarah Jessica Parker,65000000.0,418765519.0,,Kristin Davis,,Comedy|Romance,Chris Noth,Sex and the City,,7.0
Slumdog Millionaire,Drama,8.0,Danny Boyle,Dev Patel,15000000.0,378410542.0,Danny Boyle,Saurabh Shukla,141319195.0,Drama|Romance,Anil Kapoor,Slumdog Millionaire,15000000.0,8.0
The House Bunny,Comedy,5.5,Fred Wolf,Anna Faris,25000000.0,70439696.0,Fred Wolf,Katharine McPhee,48237389.0,Comedy|Romance,Emma Stone,The House Bunny,25000000.0,5.5
RocknRolla,Action,7.3,Guy Ritchie,Gerard Butler,18000000.0,25740863.0,Guy Ritchie,Gerard Butler,5694401.0,Action|Crime|Thriller,Tom Hardy,RocknRolla,18000000.0,7.3
Gran Torino,Drama,8.1,Clint Eastwood,Clint Eastwood,33000000.0,269958228.0,Clint Eastwood,Dreama Walker,148085755.0,Drama,Clint Eastwood,Gran Torino,33000000.0,8.2
The Duchess,Biography,6.9,Saul Dibb,Keira Knightley,,43343384.0,Saul Dibb,Hayley Atwell,13823741.0,Biography|Drama|History|Romance,Dominic Cooper,The Duchess,13500000.0,6.9
The Reader,Drama,7.6,Stephen Daldry,Kate Winslet,32000000.0,108902486.0,Stephen Daldry,David Kross,34180954.0,Drama|Romance,Kate Winslet,The Reader,32000000.0,7.6
The Hurt Locker,Drama,7.5,Kathryn Bigelow,Jeremy Renner,15000000.0,49259766.0,Kathryn Bigelow,Christian Camargo,15700000.0,Drama|History|Thriller|War,Jeremy Renner,The Hurt Locker,15000000.0,7.6
Eden Lake,Horror,6.8,James Watkins,Kelly Reilly,,3984669.0,James Watkins,Jack O'Connell,5824.0,Horror|Thriller,Michael Fassbender,Eden Lake,,6.8
The Happening,Drama,5.0,M. Night Shyamalan,Mark Wahlberg,48000000.0,163403799.0,M. Night Shyamalan,Alan Ruck,64505912.0,Sci-Fi|Thriller,Zooey Deschanel,The Happening,48000000.0,5.0
The Wrestler,Drama,7.9,Darren Aronofsky,Mickey Rourke,6000000.0,44734660.0,Darren Aronofsky,John D'Leo,26236603.0,Drama|Sport,Mark Margolis,The Wrestler,6000000.0,7.9
Cloverfield,Action,7.0,Matt Reeves,Mike Vogel,25000000.0,172394180.0,Matt Reeves,Ben Feldman,80034302.0,Action|Adventure|Horror|Sci-Fi,Mike Vogel,Cloverfield,25000000.0,7.0
Changeling,Biography,7.7,Clint Eastwood,Angelina Jolie,55000000.0,113398237.0,Clint Eastwood,Michael Kelly,35707327.0,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,Changeling,55000000.0,7.8
Eagle Eye,Action,6.6,D.J. Caruso,Shia LaBeouf,80000000.0,178767383.0,D.J. Caruso,Ethan Embry,101111837.0,Action|Mystery|Thriller,Rosario Dawson,Eagle Eye,80000000.0,6.6
The Ruins,Adventure,5.9,Carter Smith,Shawn Ashmore,8000000.0,22818256.0,Carter Smith,Jonathan Tucker,17427926.0,Horror,Laura Ramsey,The Ruins,8000000.0,5.9
The Other Boleyn Girl,Biography,6.7,Justin Chadwick,Natalie Portman,35000000.0,78201830.0,Justin Chadwick,Scarlett Johansson,26814957.0,Biography|Drama|History|Romance,Natalie Portman,The Other Boleyn Girl,35000000.0,6.7
21,Crime,6.8,Robert Luketic,Jim Sturgess,35000000.0,159808370.0,Robert Luketic,Jim Sturgess,81159365.0,Crime|Drama|Thriller,Kevin Spacey,21,35000000.0,6.8
Never Back Down,Action,6.6,Jeff Wadlow,Sean Faris,20000000.0,41627431.0,Jeff Wadlow,Neil Brown Jr.,24848292.0,Action|Drama|Sport,Djimon Hounsou,Never Back Down,20000000.0,6.6
The Mummy: Tomb of the Dragon Emperor,Action,5.2,Rob Cohen,Brendan Fraser,145000000.0,403449830.0,Rob Cohen,Brendan Fraser,102176165.0,Action|Adventure|Fantasy|Horror|Thriller,Jet Li,The Mummy: Tomb of the Dragon Emperor,145000000.0,5.2
Hancock,Action,6.4,Peter Berg,Will Smith,150000000.0,629443428.0,Peter Berg,Charlize Theron,227946274.0,Action|Drama,Will Smith,Hancock,150000000.0,6.4
Journey to the Center of the Earth,Action,5.8,Eric Brevig,Brendan Fraser,60000000.0,244232688.0,Eric Brevig,Brendan Fraser,101702060.0,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Journey to the Center of the Earth,45000000.0,5.8
Bolt,Animation,6.8,Byron Howard,John Travolta,150000000.0,309979994.0,Byron Howard,Diedrich Bader,114053579.0,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,Bolt,150000000.0,6.9
Sex Drive,Comedy,6.5,Sean Anders,Josh Zuckerman,19000000.0,18755936.0,Sean Anders,Michael Cudlitz,8396942.0,Adventure|Comedy|Romance,Katrina Bowden,Sex Drive,19000000.0,6.5
Death Race,Action,6.3,Paul W.S. Anderson,Jason Statham,45000000.0,76014335.0,Paul W.S. Anderson,Max Ryan,36064910.0,Action|Sci-Fi|Thriller,Jason Statham,Death Race,45000000.0,6.4
The Chronicles of Narnia: Prince Caspian,Action,6.5,Andrew Adamson,Ben Barnes,225000000.0,419665568.0,Andrew Adamson,Pierfrancesco Favino,141614023.0,Action|Adventure|Family|Fantasy,Peter Dinklage,The Chronicles of Narnia: Prince Caspian,225000000.0,6.6
Pineapple Express,Action,6.9,David Gordon Green,Seth Rogen,27000000.0,101624843.0,David Gordon Green,Gary Cole,87341380.0,Action|Comedy|Crime,James Franco,Pineapple Express,27000000.0,7.0
The Boy in the Striped Pajamas,Drama,7.8,Mark Herman,Asa Butterfield,12500000.0,40416563.0,Mark Herman,Sheila Hancock,9030581.0,Drama|War,Richard Johnson,The Boy in the Striped Pajamas,12500000.0,7.8
Valkyrie,Drama,7.1,Bryan Singer,Tom Cruise,75000000.0,201545517.0,Bryan Singer,Tom Wilkinson,83077470.0,Drama|History|Thriller|War,Tom Cruise,Valkyrie,75000000.0,7.1
27 Dresses,Comedy,6.1,Anne Fletcher,Katherine Heigl,30000000.0,162655351.0,Anne Fletcher,Bern Cohen,76806312.0,Comedy|Romance,Judy Greer,27 Dresses,30000000.0,6.1
