name,genre,score,director,actor_2_name,actor_1_name,gross,budget
Daybreakers,Action,6.4,Michael Spierig,Damien Garvey,Jay Laga'aia,51417188.0,20000000.0
An Education,Drama,7.3,Lone Scherfig,Olivia Williams,Dominic Cooper,26096852.0,4500000.0
Crazy Heart,Drama,7.2,Scott Cooper,Beth Grant,Jeff Bridges,47405566.0,7000000.0
Ice Age: Dawn of the Dinosaurs,Animation,6.9,Carlos Saldanha,Maile Flanagan,Denis Leary,886686817.0,90000000.0
Crank: High Voltage,Action,6.2,Mark Neveldine,Clifton Collins Jr.,Jason Statham,34572541.0,20000000.0
The International,Action,6.5,Tom Tykwer,Brían F. O'Byrne,Naomi Watts,60253843.0,50000000.0
Julie & Julia,Biography,7.0,Nora Ephron,Mary Lynn Rajskub,Meryl Streep,129540522.0,40000000.0
Race to Witch Mountain,Action,5.7,Andy Fickman,Billy Brown,Dwayne Johnson,106387141.0,65000000.0
9,Animation,7.1,Shane Acker,Alan Oppenheimer,Martin Landau,48428063.0,30000000.0
The Young Victoria,Biography,7.3,Jean-Marc Vallée,Jim Broadbent,Michiel Huisman,29196409.0,35000000.0
Splice,Drama,5.7,Vincenzo Natali,David Hewlett,Sarah Polley,27127620.0,26000000.0
My Sister's Keeper,Drama,7.4,Nick Cassavetes,Sofia Vassilieva,Jason Patric,95714875.0,30000000.0
Bride Wars,Comedy,5.5,Gary Winick,Steve Howey,Anne Hathaway,115375850.0,30000000.0
Surrogates,Action,6.3,Jonathan Mostow,Devin Ratray,Bruce Willis,122444772.0,80000000.0
Funny People,Comedy,6.3,Judd Apatow,RZA,Adam Sandler,71585235.0,75000000.0
Saw VI,Horror,6.0,Kevin Greutert,Shawnee Smith,Costas Mandylor,68234154.0,11000000.0
After.Life,Drama,5.9,Agnieszka Wojtowicz-Vosloo,Josh Charles,Liam Neeson,2425535.0,4500000.0
Nine,Drama,5.8,Rob Marshall,Elio Germano,Fergie,54004950.0,80000000.0
Paul Blart: Mall Cop,Action,5.2,Steve Carr,Adhir Kalyan,Erick Avari,183348429.0,26000000.0
The Box,Drama,5.6,Richard Kelly,Gillian Jacobs,Frank Langella,33334176.0,16000000.0
Brüno,Comedy,5.8,Larry Charles,Elton John,Bono,138805831.0,42000000.0
"I Love You, Beth Cooper",Comedy,5.3,Chris Columbus,Marie Avgeropoulos,Alan Ruck,15821907.0,18000000.0
All About Steve,Comedy,4.8,Phil Traill,Katy Mixon,Bradley Cooper,40105542.0,15000000.0
Old Dogs,Comedy,5.3,Walt Becker,Bernie Mac,Robin Williams,96753696.0,35000000.0
I Love You Phillip Morris,Biography,6.6,Glenn Ficarra,Louis Herthum,Dameon Clarke,20768906.0,13000000.0
Bad Lieutenant: Port of Call New Orleans,Crime,6.6,Werner Herzog,Shea Whigham,Nicolas Cage,10606422.0,20000000.0
Brooklyn's Finest,Action,6.7,Antoine Fuqua,Lili Taylor,Don Cheadle,45719985.0,17000000.0
The White Ribbon,Drama,7.8,Michael Haneke,Burghart Klaußner,Ulrich Tukur,19319671.0,12000000.0
The Boondock Saints II: All Saints Day,Action,6.3,Troy Duffy,Julie Benz,Norman Reedus,10629321.0,8000000.0
Whatever Works,Comedy,7.1,Woody Allen,Michael McKean,Larry David,36020534.0,15000000.0
Hannah Montana: The Movie,Comedy,4.6,Peter Chelsom,Vanessa Williams,Emily Osment,155545279.0,30000000.0
12 Rounds,Action,5.6,Renny Harlin,Ashley Scott,Taylor Cole,17280326.0,22000000.0
Survival of the Dead,Comedy,4.9,George A. Romero,Shawn Roberts,Julian Richings,386078.0,4000000.0
I Am Love,Drama,7.0,Luca Guadagnino,Waris Ahluwalia,Flavio Parenti,12014663.0,10000000.0
The House of the Devil,Horror,6.4,Ti West,Greta Gerwig,Lena Dunham,101215.0,900000.0
Astro Boy,Animation,6.3,David Bowers,Charlize Theron,Nicolas Cage,39886986.0,65000000.0
My Life in Ruins,Comedy,5.9,Donald Petrie,Harland Williams,Nia Vardalos,20458873.0,17000000.0
G-Force,Animation,5.1,Hoyt Yeatman,Piper Mackenzie Harris,Kelli Garner,292817898.0,150000000.0
Did You Hear About the Morgans?,Comedy,4.9,Marc Lawrence,Kim Shaw,Michael Kelly,85280250.0,58000000.0
Away We Go,Adventure,7.0,Sam Mendes,Jim Gaffigan,Catherine O'Hara,15779455.0,17000000.0
Love Happens,Drama,5.7,Brandon Camp,Sasha Alexander,Judy Greer,36088028.0,18000000.0
Youth in Revolt,Comedy,6.4,Miguel Arteta,Ari Graynor,Steve Buscemi,19651093.0,18000000.0
Observe and Report,Comedy,5.8,Jody Hill,Celia Weston,Collette Wolfe,26973554.0,18000000.0
Bright Star,Biography,6.9,Jane Campion,Paul Schneider,Abbie Cornish,14374652.0,8500000.0
Harry Brown,Action,7.2,Daniel Barber,Jack O'Connell,Joseph Gilgun,10371451.0,7300000.0
Duplicity,Comedy,6.2,Tony Gilroy,Tom Wilkinson,Julia Roberts,78176181.0,60000000.0
The Informant!,Biography,6.4,Steven Soderbergh,Joel McHale,Matt Damon,41771168.0,21000000.0
Planet 51,Animation,6.0,Jorge Blanco,Gary Oldman,Dwayne Johnson,105647102.0,70000000.0
A Christmas Carol,Animation,6.8,Robert Zemeckis,Colin Firth,Robin Wright,325286646.0,200000000.0
City Island,Comedy,7.4,Raymond De Felitta,Curtiss Cook,Ezra Miller,7878856.0,6000000.0
Coco Before Chanel,Biography,6.7,Anne Fontaine,Benoît Poelvoorde,Alessandro Nivola,50812934.0,19430000.0
Dead Snow,Comedy,6.3,Tommy Wirkola,Stig Frode Henriksen,Bjørn Sundquist,2166797.0,800000.0
The Messenger,Drama,7.1,Oren Moverman,Yaya DaCosta,Steve Buscemi,1595417.0,6500000.0
The Soloist,Biography,6.7,Joe Wright,Stephen Root,Robert Downey Jr.,38332994.0,60000000.0
Whiteout,Action,5.5,Dominic Sena,Bashar Rahal,Tom Skerritt,17976667.0,35000000.0
The Secret of Kells,Animation,7.6,Tomm Moore,Mick Lally,Sean Lennon,1803412.0,6500000.0
Miss March,Comedy,5.0,Zach Cregger,Windell Middlebrooks,Hugh M. Hefner,4591629.0,6000000.0
Aliens in the Attic,Adventure,5.4,John Schultz,Carter Jenkins,Malese Jow,57881056.0,45000000.0
Street Fighter: The Legend of Chun-Li,Action,3.7,Andrzej Bartkowiak,Robin Shou,Chris Klein,12764201.0,18000000.0
The Damned United,Biography,7.5,Tom Hooper,Mark Bazeley,Stephen Graham,4091378.0,10000000.0
Chéri,Comedy,6.2,Stephen Frears,Iben Hjejle,Tom Burke,9368242.0,23000000.0
Tanner Hall,Drama,5.8,Francesca Gregorini,Amy Sedaris,Tom Everett Scott,5073.0,3000000.0
Inception,Action,8.8,Christopher Nolan,Tom Hardy,Leonardo DiCaprio,836836967.0,160000000.0
Iron Man 2,Action,7.0,Jon Favreau,Scarlett Johansson,Robert Downey Jr.,623933331.0,200000000.0
Shutter Island,Mystery,8.2,Martin Scorsese,Joseph Sikora,Leonardo DiCaprio,294805697.0,80000000.0
Scott Pilgrim vs. the World,Action,7.5,Edgar Wright,Kieran Culkin,Anna Kendrick,48917974.0,60000000.0
Grown Ups,Comedy,5.9,Dennis Dugan,Adam Sandler,Steve Buscemi,271457301.0,80000000.0
She's Out of My League,Comedy,6.4,Jim Field Smith,Kim Shaw,Mike Vogel,49779728.0,20000000.0
Kick-Ass,Action,7.6,Matthew Vaughn,Deborah Twiss,Elizabeth McGovern,96188903.0,30000000.0
Black Swan,Drama,8.0,Darren Aronofsky,Mila Kunis,Natalie Portman,329398046.0,13000000.0
The Town,Crime,7.5,Ben Affleck,Jon Hamm,Jeremy Renner,154026136.0,37000000.0
Flipped,Comedy,7.7,Rob Reiner,Rebecca De Mornay,Madeline Carroll,4324817.0,14000000.0
The Social Network,Biography,7.7,David Fincher,Dustin Fitzsimons,Andrew Garfield,224920375.0,40000000.0
Robin Hood,Action,6.6,Ridley Scott,William Hurt,Mark Addy,321669741.0,200000000.0
Monsters,Adventure,6.4,Gareth Edwards,Whitney Able,Scoot McNairy,5060438.0,500000.0
Insidious,Horror,6.8,James Wan,Barbara Hershey,Lin Shaye,99557032.0,1500000.0
Tangled,Animation,7.7,Nathan Greno,Donna Murphy,Brad Garrett,592462816.0,260000000.0
RED,Action,7.0,Robert Schwentke,Morgan Freeman,Bruce Willis,199006387.0,58000000.0
I Spit on Your Grave,Horror,6.3,Steven R. Monroe,Chad Lindberg,Sarah Butler,1278650.0,2000000.0
The Last Airbender,Action,4.0,M. Night Shyamalan,Noah Ringer,Seychelle Gabriel,319713881.0,150000000.0
How to Train Your Dragon,Animation,8.1,Dean DeBlois,America Ferrera,Gerard Butler,494879471.0,165000000.0
The American,Crime,6.3,Anton Corbijn,Thekla Reuten,Violante Placido,67876281.0,20000000.0
Incendies,Drama,8.3,Denis Villeneuve,Mélissa Désormeaux-Poulin,Lubna Azabal,7099598.0,6800000.0
Sex and the City 2,Comedy,4.5,Michael Patrick King,Liza Minnelli,Chris Noth,290745055.0,100000000.0
Burlesque,Drama,6.4,Steve Antin,Peter Gallagher,Eric Dane,89520336.0,55000000.0
Alice in Wonderland,Adventure,6.4,Tim Burton,Alan Rickman,Johnny Depp,1025468216.0,200000000.0
Despicable Me,Animation,7.6,Pierre Coffin,Miranda Cosgrove,Steve Carell,543113985.0,69000000.0
Love & Other Drugs,Comedy,6.7,Edward Zwick,Anne Hathaway,Jake Gyllenhaal,102820008.0,30000000.0
True Grit,Drama,7.6,Ethan Coen,Jeff Bridges,Matt Damon,252276927.0,38000000.0
The Tourist,Action,6.0,Florian Henckel von Donnersmarck,Angelina Jolie Pitt,Johnny Depp,278780441.0,100000000.0
The Twilight Saga: Eclipse,Action,5.0,David Slade,Kristen Stewart,Robert Pattinson,698491347.0,68000000.0
Percy Jackson & the Olympians: The Lightning Thief,Adventure,5.9,Chris Columbus,Rosario Dawson,Logan Lerman,226497209.0,95000000.0
The Book of Eli,Action,6.9,Albert Hughes,Mila Kunis,Denzel Washington,157107755.0,80000000.0
Blue Valentine,Drama,7.3,Derek Cianfrance,Mike Vogel,Ryan Gosling,15440333.0,3500000.0
Knight and Day,Action,6.3,James Mangold,Marc Blucas,Tom Cruise,261989769.0,117000000.0
Piranha 3D,Comedy,5.4,Alexandre Aja,Kelly Brook,Adam Scott,83188165.0,24000000.0
127 Hours,Biography,7.5,Danny Boyle,Treat Williams,James Franco,60738797.0,18000000.0
The Expendables,Action,6.5,Sylvester Stallone,Sylvester Stallone,Jason Statham,274470394.0,80000000.0
The Other Guys,Action,6.6,Adam McKay,Will Ferrell,Dwayne Johnson,170458922.0,100000000.0
TRON: Legacy,Action,6.8,Joseph Kosinski,Olivia Wilde,Jeff Bridges,400063852.0,170000000.0
Toy Story 3,Animation,8.2,Lee Unkrich,John Ratzenberger,Tom Hanks,1066970811.0,200000000.0
The Next Three Days,Action,7.3,Paul Haggis,Daniel Stern,Olivia Wilde,67448651.0,35000000.0
Easy A,Comedy,7.0,Will Gluck,Dan Byrd,Emma Stone,75026327.0,8000000.0
The King's Speech,Biography,8.0,Tom Hooper,Jennifer Ehle,Colin Firth,427374317.0,15000000.0
The Fighter,Biography,7.8,David O. Russell,Jack McGee,Christian Bale,129190869.0,25000000.0
Machete,Action,6.6,Ethan Maniquis,Don Johnson,Robert De Niro,45491656.0,10500000.0
The Debt,Drama,6.8,John Madden,Jesper Christensen,Tom Wilkinson,45636368.0,20000000.0
Megamind,Animation,7.2,Tom McGrath,Brad Pitt,J.K. Simmons,321885765.0,130000000.0
The Losers,Action,6.3,Sylvain White,Jason Patric,Chris Evans,29397654.0,25000000.0
Unstoppable,Action,6.8,Tony Scott,Rosario Dawson,Denzel Washington,167805466.0,100000000.0
Eat Pray Love,Biography,5.8,Ryan Murphy,Julia Roberts,James Franco,204594016.0,60000000.0
Hot Tub Time Machine,Comedy,6.4,Steve Pink,Collette Wolfe,Charlie McDermott,64780213.0,36000000.0
Diary of a Wimpy Kid,Animation,6.2,Thor Freudenthal,Zachary Gordon,Chloë Grace Moretz,76196538.0,15000000.0
Never Let Me Go,Drama,7.1,Mark Romanek,Charlie Rowe,Andrew Garfield,9918093.0,15000000.0
Predators,Action,6.4,Nimród Antal,Alice Braga,Topher Grace,127233108.0,40000000.0
Buried,Drama,7.0,Rodrigo Cortés,Samantha Mathis,Ryan Reynolds,19439764.0,3000000.0
Legion,Action,5.3,Scott Stewart,Kate Walsh,Dennis Quaid,67918658.0,26000000.0
Remember Me,Drama,7.1,Allen Coulter,Lena Olin,Robert Pattinson,56032889.0,16000000.0
Jonah Hex,Action,4.7,Jimmy Hayward,Billy Blair,Michael Fassbender,10903312.0,47000000.0
Salt,Action,6.4,Phillip Noyce,Andre Braugher,Angelina Jolie Pitt,293503354.0,110000000.0
Morning Glory,Comedy,6.5,Roger Michell,Patti D'Arbanville,Noah Bean,60040976.0,40000000.0
Winter's Bone,Drama,7.2,Debra Granik,Shelley Waggener,Jennifer Lawrence,13796834.0,2000000.0
Resident Evil: Afterlife,Action,5.8,Paul W.S. Anderson,Boris Kodjoe,Milla Jovovich,300228084.0,60000000.0
Takers,Action,6.2,John Luessenhop,Hayden Christensen,Paul Walker,80205382.0,20000000.0
Killers,Action,5.5,Robert Luketic,Lisa Ann Walter,Tom Selleck,98159963.0,75000000.0
Due Date,Comedy,6.5,Todd Phillips,RZA,Robert Downey Jr.,211780824.0,65000000.0
Devil,Horror,6.2,John Erick Dowdle,Bokeem Woodbine,Bojana Novakovic,62695489.0,10000000.0
Green Zone,Action,6.8,Paul Greengrass,Sean Huze,Matt Damon,154711438.0,100000000.0
Faster,Action,6.4,George Tillman Jr.,Tom Berenger,Dwayne Johnson,35626958.0,24000000.0
Super,Action,6.7,James Gunn,Rainn Wilson,Linda Cardellini,422618.0,2500000.0
It's Kind of a Funny Story,Comedy,7.1,Anna Boden,Jeremy Davies,Zoë Kravitz,6491240.0,8000000.0
The Crazies,Horror,6.5,Breck Eisner,Glenn Morshower,Radha Mitchell,54806823.0,20000000.0
Shrek Forever After,Animation,6.3,Mike Mitchell,Kathy Griffin,Jon Hamm,752600867.0,165000000.0
Let Me In,Drama,7.1,Matt Reeves,Dylan Minnette,Chloë Grace Moretz,27093592.0,20000000.0
The Kids Are All Right,Comedy,7.0,Lisa Cholodenko,Mia Wasikowska,Josh Hutcherson,34758951.0,3500000.0
Date Night,Comedy,6.3,Shawn Levy,James Franco,Mila Kunis,152263880.0,55000000.0
Leap Year,Comedy,6.5,Anand Tucker,Kaitlin Olson,Adam Scott,32686500.0,19000000.0
Little Fockers,Comedy,5.5,Paul Weitz,Blythe Danner,Robert De Niro,310650585.0,100000000.0
The Runaways,Biography,6.5,Floria Sigismondi,Scout Taylor-Compton,Kristen Stewart,4681651.0,10000000.0
The Sorcerer's Apprentice,Action,6.1,Jon Turteltaub,Omar Benson Miller,Nicolas Cage,215283742.0,150000000.0
MacGruber,Action,5.5,Jorma Taccone,Will Forte,Jasper Cole,9322895.0,10000000.0
Frozen,Adventure,6.1,Adam Green,Maurice LaMarche,Josh Gad,3843774.0,150000000.0
Beyond the Black Rainbow,Horror,6.0,Panos Cosmatos,Marilyn Norry,Chris Gauthier,56491.0,1100000.0
The Ghost Writer,Crime,7.2,Roman Polanski,Olivia Williams,Jim Belushi,60331447.0,45000000.0
Skyline,Action,4.4,Colin Strause,Donald Faison,David Zayas,66984887.0,10000000.0
Edge of Darkness,Action,6.6,Martin Campbell,Ray Winstone,Bojana Novakovic,81126522.0,80000000.0
Ramona and Beezus,Comedy,6.5,Elizabeth Allen Rosenbaum,Hutch Dano,Sierra McCormick,27293743.0,15000000.0
Trollhunter,Drama,7.0,André Øvredal,Johanna Mørck,Otto Jespersen,5341098.0,19900000.0
Valentine's Day,Comedy,5.7,Garry Marshall,Taylor Lautner,Bradley Cooper,216485654.0,52000000.0
Letters to Juliet,Adventure,6.5,Gary Winick,Marcia DeBonis,Vanessa Redgrave,79628830.0,30000000.0
Dear John,Drama,6.3,Lasse Hallström,Henry Thomas,Channing Tatum,114984666.0,25000000.0
How Do You Know,Comedy,5.4,James L. Brooks,Domenick Lombardozzi,Shelley Conn,48668907.0,120000000.0
Gulliver's Travels,Adventure,4.9,Rob Letterman,Catherine Tate,James Corden,237382724.0,112000000.0
The Switch,Comedy,6.1,Josh Gordon,Scott Elrod,Caroline Dhavernas,49843011.0,19000000.0
Wall Street: Money Never Sleeps,Drama,6.2,Oliver Stone,Austin Pendleton,Frank Langella,134748021.0,70000000.0
The Last Song,Drama,6.0,Julie Anne Robinson,Bobby Coleman,Kelly Preston,89137047.0,20000000.0
Cop Out,Action,5.6,Kevin Smith,Tracy Morgan,Bruce Willis,55611001.0,37000000.0
Rubber,Comedy,5.8,Quentin Dupieux,Jack Plotnick,Haley Ramm,101729.0,500000.0
You Again,Comedy,5.8,Andy Fickman,James Wolk,Jamie Lee Curtis,32054369.0,20000000.0
The Bounty Hunter,Action,5.6,Andy Tennant,Dorian Missick,Gerard Butler,136333522.0,40000000.0
From Paris with Love,Action,6.4,Pierre Morel,Amber Rose Revah,Kasia Smutniak,52844496.0,52000000.0
Nanny McPhee Returns,Comedy,6.1,Susanna White,Bill Bailey,Daniel Mays,93251121.0,35000000.0
Wild Target,Action,6.8,Jonathan Lynn,Rupert Everett,Rupert Grint,3494154.0,8000000.0
Going the Distance,Comedy,6.3,Nanette Burstein,Kelli Garner,Rob Riggle,42059111.0,32000000.0
Somewhere,Comedy,6.3,Sofia Coppola,Chris Pontius,Nathalie Fay,14788642.0,7000000.0
Secretariat,Biography,7.2,Randall Wallace,Kevin Connolly,Scott Glenn,60321861.0,35000000.0
The Spy Next Door,Action,5.5,Brian Levant,Amber Valletta,Madeline Carroll,66166000.0,28000000.0
Hereafter,Drama,6.4,Clint Eastwood,Jay Mohr,Matt Damon,106956330.0,50000000.0
Repo Men,Action,6.3,Miguel Sapochnik,RZA,Alice Braga,18409891.0,32000000.0
Vampires Suck,Comedy,3.4,Jason Friedberg,Dave Foley,Diedrich Bader,80547866.0,20000000.0
Beginners,Comedy,7.2,Mike Mills,Lou Taylor Pucci,Goran Visnjic,14311701.0,3200000.0
Rabbit Hole,Drama,7.0,John Cameron Mitchell,Jon Tenney,Dianne Wiest,5144717.0,5000000.0
My Name Is Khan,Drama,8.0,Karan Johar,Jimmy Shergill,Shah Rukh Khan,42345360.0,12000000.0
Cyrus,Comedy,6.3,Jay Duplass,Tim Guinee,Matt Walsh,9933873.0,7000000.0
Paranormal Activity 2,Horror,5.7,Tod Williams,Molly Ephraim,Sprague Grayden,177512032.0,3000000.0
The Killer Inside Me,Crime,6.1,Michael Winterbottom,Ned Beatty,Liam Aiken,4052191.0,13000000.0
The Extra Man,Comedy,5.8,Shari Springer Berman,Marian Seldes,Lynn Cohen,649626.0,7000000.0
Stone,Drama,5.4,John Curran,Milla Jovovich,Robert De Niro,10300416.0,22000000.0
Why Did I Get Married Too?,Comedy,4.7,Tyler Perry,Cicely Tyson,Michael Jai White,60673972.0,20000000.0
The Last Exorcism,Horror,5.7,Daniel Stamm,Ashley Bell,Caleb Landry Jones,69432527.0,1800000.0
The Back-up Plan,Comedy,5.4,Alan Poul,Noureen DeWulf,Danneel Ackles,77477008.0,35000000.0
Don't Be Afraid of the Dark,Fantasy,5.6,Troy Nixey,Alan Dale,Bailee Madison,38269529.0,25000000.0
Country Strong,Drama,6.3,Shana Feste,Cinda McCain,Leighton Meester,20529194.0,15000000.0
Little White Lies,Comedy,7.1,Guillaume Canet,Benoît Magimel,François Cluzet,53319615.0,25000000.0
Charlie St. Cloud,Drama,6.4,Burr Steers,Charlie Tahan,Augustus Prew,48190704.0,44000000.0
Stake Land,Drama,6.5,Jim Mickle,Michael Cerveris,Connor Paolo,405380.0,650000.0
You Will Meet a Tall Dark Stranger,Comedy,6.3,Woody Allen,Naomi Watts,Anthony Hopkins,36015260.0,22000000.0
The Conspirator,Crime,6.9,Robert Redford,Tom Wilkinson,Robin Wright,15625544.0,25000000.0
Furry Vengeance,Comedy,3.8,Roger Kumble,Brooke Shields,Brendan Fraser,36351945.0,35000000.0
The Tempest,Comedy,5.4,Julie Taymor,Reeve Carney,Djimon Hounsou,405861.0,20000000.0
Extraordinary Measures,Drama,6.4,Tom Vaughan,Brendan Fraser,Harrison Ford,15134293.0,31000000.0
Yogi Bear,Animation,4.6,Eric Brevig,Tom Cavanagh,Justin Timberlake,203509374.0,80000000.0
My Soul to Take,Horror,4.8,Wes Craven,Emily Meade,Frank Grillo,21500813.0,25000000.0
The Warrior's Way,Action,6.3,Sngmoo Lee,Dong-gun Jang,Tony Cox,11103434.0,45000000.0
Hesher,Drama,7.0,Spencer Susser,Natalie Portman,Joseph Gordon-Levitt,449702.0,7000000.0
The Perfect Host,Comedy,6.8,Nick Tomnay,Clayne Crawford,David Hyde Pierce,453708.0,500000.0
Love Ranch,Biography,5.6,Taylor Hackford,Bai Ling,Scout Taylor-Compton,146149.0,25000000.0
Everything Must Go,Drama,6.4,Dan Rush,Scott Takeda,Will Ferrell,2820490.0,5000000.0
Thor,Action,7.0,Kenneth Branagh,Natalie Portman,Chris Hemsworth,449326618.0,150000000.0
Take Shelter,Drama,7.4,Jeff Nichols,Shea Whigham,Katy Mixon,3741098.0,5000000.0
Bridesmaids,Comedy,6.8,Paul Feig,Wendi McLendon-Covey,Matt Lucas,288383523.0,32500000.0
Fast Five,Action,7.3,Justin Lin,Vin Diesel,Paul Walker,626137675.0,125000000.0
Midnight in Paris,Comedy,7.7,Woody Allen,Audrey Fleurot,Kurt Fuller,151653750.0,17000000.0
Moneyball,Biography,7.6,Bennett Miller,Robin Wright,Philip Seymour Hoffman,110206216.0,50000000.0
Just Go with It,Comedy,6.4,Dennis Dugan,Bailee Madison,Adam Sandler,214945591.0,80000000.0
Drive,Crime,7.8,Nicolas Winding Refn,Albert Brooks,Ryan Gosling,77187281.0,15000000.0
Green Lantern,Action,5.5,Martin Campbell,Temuera Morrison,Ryan Reynolds,219851172.0,200000000.0
The Cabin in the Woods,Horror,7.0,Drew Goddard,Bradley Whitford,Chris Hemsworth,69935600.0,30000000.0
The Help,Drama,8.0,Tate Taylor,Bryce Dallas Howard,Emma Stone,216639112.0,25000000.0
"Crazy, Stupid, Love.",Comedy,7.4,Glenn Ficarra,Emma Stone,Ryan Gosling,145051197.0,50000000.0
No Strings Attached,Comedy,6.2,Ivan Reitman,Greta Gerwig,Natalie Portman,149228077.0,25000000.0
Sucker Punch,Action,6.0,Zack Snyder,Abbie Cornish,Jon Hamm,89792502.0,82000000.0
Warrior,Action,8.1,Gavin O'Connor,Frank Grillo,Tom Hardy,23308615.0,25000000.0
Kung Fu Panda 2,Animation,7.2,Jennifer Yuh Nelson,Gary Oldman,Angelina Jolie Pitt,665692281.0,150000000.0
Friends with Benefits,Comedy,6.5,Will Gluck,Justin Timberlake,Mila Kunis,149542245.0,35000000.0
Immortals,Action,6.0,Tarsem Singh,Daniel Sharman,Henry Cavill,226904017.0,75000000.0
X-Men: First Class,Action,7.7,Matthew Vaughn,Michael Fassbender,Jennifer Lawrence,352616690.0,160000000.0
Contagion,Drama,6.7,Steven Soderbergh,Monique Gabriela Curnen,Matt Damon,136515867.0,60000000.0
Bad Teacher,Comedy,5.6,Jake Kasdan,John Michael Higgins,Justin Timberlake,216197492.0,20000000.0
In Time,Action,6.7,Andrew Niccol,Olivia Wilde,Matt Bomer,173930596.0,40000000.0
One Day,Drama,7.0,Lone Scherfig,Jim Sturgess,Anne Hathaway,59389433.0,15000000.0
Scream 4,Horror,6.1,Wes Craven,Aimee Teegarden,Alison Brie,97231420.0,40000000.0
Shame,Drama,7.2,Steve McQueen,Nicole Beharie,Michael Fassbender,19123767.0,6500000.0
Mission: Impossible - Ghost Protocol,Action,7.4,Brad Bird,Jeremy Renner,Tom Cruise,694713380.0,145000000.0
Super 8,Mystery,7.0,J.J. Abrams,AJ Michalka,Joel Courtney,260095986.0,50000000.0
We Need to Talk About Kevin,Drama,7.5,Lynne Ramsay,Siobhan Fallon Hogan,Ezra Miller,9232318.0,7000000.0
Unknown,Action,6.8,Jaume Collet-Serra,Frank Langella,Liam Neeson,135710029.0,30000000.0
Transformers: Dark of the Moon,Action,6.2,Michael Bay,Lester Speight,Glenn Morshower,1123794079.0,195000000.0
Tinker Tailor Soldier Spy,Drama,7.1,Tomas Alfredson,Colin Firth,Benedict Cumberbatch,81529126.0,20000000.0
Cars 2,Animation,6.1,John Lasseter,Thomas Kretschmann,Joe Mantegna,559852396.0,200000000.0
Rango,Animation,7.2,Gore Verbinski,Ray Winstone,Johnny Depp,245724603.0,135000000.0
Melancholia,Drama,7.2,Lars von Trier,Kirsten Dunst,Alexander Skarsgård,17039814.0,7400000.0
Source Code,Action,7.5,Duncan Jones,Cas Anvar,Jake Gyllenhaal,147332697.0,32000000.0
Real Steel,Action,7.0,Shawn Levy,Torey Michael Adkins,Hugh Jackman,299268508.0,110000000.0
Horrible Bosses,Comedy,6.8,Seth Gordon,Lindsay Sloane,Kevin Spacey,209838559.0,35000000.0
Rio,Animation,6.9,Carlos Saldanha,Wanda Sykes,Anne Hathaway,483866518.0,90000000.0
Sherlock Holmes: A Game of Shadows,Action,7.5,Guy Ritchie,Eddie Marsan,Robert Downey Jr.,543848418.0,125000000.0
Tower Heist,Action,6.2,Brett Ratner,Gabourey Sidibe,Matthew Broderick,152930623.0,75000000.0
Paul,Adventure,7.0,Greg Mottola,Nelson Ascencio,Bobby Lee,97984015.0,40000000.0
Rise of the Planet of the Apes,Action,7.5,Rupert Wyatt,David Oyelowo,James Franco,481800873.0,93000000.0
Your Highness,Adventure,5.5,David Gordon Green,Zooey Deschanel,Natalie Portman,28013733.0,49900000.0
The Lincoln Lawyer,Crime,7.3,Brad Furman,Margarita Levieva,Matthew McConaughey,86752352.0,40000000.0
Colombiana,Action,6.4,Olivier Megaton,Callum Blue,Jordi Mollà,71508440.0,40000000.0
Larry Crowne,Comedy,6.1,Tom Hanks,Rob Riggle,Tom Hanks,75055070.0,30000000.0
Abduction,Action,5.1,John Singleton,Benjamin J. Cain Jr.,Ken Arnold,82087155.0,35000000.0
A Separation,Drama,8.3,Asghar Farhadi,Leila Hatami,Shahab Hosseini,22926076.0,500000.0
Hugo,Drama,7.5,Martin Scorsese,Christopher Lee,Chloë Grace Moretz,185770310.0,170000000.0
The Adjustment Bureau,Romance,7.0,George Nolfi,Michael Kelly,Matt Damon,127869379.0,50200000.0
The Tree of Life,Drama,6.8,Terrence Malick,Tye Sheridan,Brad Pitt,58409247.0,32000000.0
Killer Joe,Crime,6.7,William Friedkin,Scott A. Martin,Matthew McConaughey,4633668.0,11000000.0
War Horse,Action,7.2,Steven Spielberg,Benedict Cumberbatch,Jeremy Irvine,177584879.0,66000000.0
The Change-Up,Comedy,6.3,David Dobkin,Olivia Wilde,Ryan Reynolds,75450437.0,52000000.0
The Raid: Redemption,Action,7.6,Gareth Evans,Yayan Ruhian,Iko Uwais,9148519.0,1100000.0
Margin Call,Drama,7.1,J.C. Chandor,Demi Moore,Kevin Spacey,19504039.0,3500000.0
Hanna,Action,6.8,Joe Wright,Vicky Krieps,Jessica Barden,63782078.0,30000000.0
50/50,Comedy,7.6,Jonathan Levine,Anna Kendrick,Joseph Gordon-Levitt,41097853.0,8000000.0
The Descendants,Comedy,7.3,Alexander Payne,Nick Krause,Shailene Woodley,177243185.0,20000000.0
The Adventures of Tintin,Animation,7.3,Steven Spielberg,Mackenzie Crook,Toby Jones,373993951.0,135000000.0
The Darkest Hour,Action,4.9,Chris Gorak,Veronika Vernadskaya,Max Minghella,64626786.0,30000000.0
Final Destination 5,Action,5.8,Steven Quale,Jacqueline MacInnes Wood,Emma Bell,157887643.0,40000000.0
