name,genre,score,director,actor_2_name,actor_1_name,gross,budget
Memoirs of a Geisha,Drama,7.3,Rob Marshall,Mako,Li Gong,162242962.0,85000000.0
Pride & Prejudice,Drama,7.8,Joe Wright,Brenda Blethyn,Talulah Riley,121616555.0,28000000.0
Batman Begins,Action,8.2,Christopher Nolan,Liam Neeson,Christian Bale,373661946.0,150000000.0
The Descent,Adventure,7.2,Neil Marshall,Shauna Macdonald,MyAnna Buring,57130027.0,3500000.0
Brokeback Mountain,Drama,7.7,Ang Lee,Heath Ledger,Jake Gyllenhaal,178062759.0,14000000.0
Sin City,Crime,8.0,Frank Miller,Powers Boothe,Rosario Dawson,158733820.0,40000000.0
Charlie and the Chocolate Factory,Adventure,6.6,Tim Burton,Christopher Lee,Johnny Depp,474968763.0,150000000.0
V for Vendetta,Action,8.1,James McTeigue,Eddie Marsan,Natalie Portman,132511035.0,54000000.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,6.9,Andrew Adamson,Kiran Shah,Jim Broadbent,745013115.0,180000000.0
War of the Worlds,Adventure,6.5,Steven Spielberg,Lisa Ann Walter,Tom Cruise,603873119.0,132000000.0
Kingdom of Heaven,Action,7.2,Ridley Scott,Orlando Bloom,Liam Neeson,218122627.0,130000000.0
Star Wars: Episode III - Revenge of the Sith,Action,7.5,George Lucas,Christopher Lee,Natalie Portman,868390560.0,113000000.0
King Kong,Action,7.2,Peter Jackson,Thomas Kretschmann,Naomi Watts,562363449.0,207000000.0
The Hitchhiker's Guide to the Galaxy,Adventure,6.7,Garth Jennings,Kelly Macdonald,Zooey Deschanel,104478416.0,50000000.0
Fantastic Four,Action,5.7,Tim Story,Reg E. Cathey,Tim Blake Nelson,333535934.0,120000000.0
Serenity,Action,7.8,Joss Whedon,Sean Maher,Adam Baldwin,40445129.0,40000000.0
Mr. & Mrs. Smith,Action,6.5,Doug Liman,Angelina Jolie Pitt,Brad Pitt,487287646.0,120000000.0
Waiting...,Comedy,6.7,Rob McKittrick,Dane Cook,Ryan Reynolds,18637690.0,3000000.0
Match Point,Drama,7.6,Woody Allen,Mark Gatiss,Scarlett Johansson,85638656.0,15000000.0
Hostel,Horror,5.9,Eli Roth,Takashi Miike,Jay Hernandez,81979826.0,4800000.0
Sky High,Adventure,6.2,Mike Mitchell,Kelly Preston,Michael Angarano,86369815.0,35000000.0
Assault on Precinct 13,Action,6.3,Jean-François Richet,Drea de Matteo,Brian Dennehy,35294470.0,20000000.0
Madagascar,Animation,6.9,Eric Darnell,Cedric the Entertainer,Jada Pinkett Smith,542063846.0,75000000.0
Hard Candy,Drama,7.1,David Slade,G.J. Echternkamp,Odessa Rae,7022209.0,950000.0
The Sisterhood of the Traveling Pants,Comedy,6.5,Ken Kwapis,America Ferrera,Mike Vogel,42013878.0,25000000.0
The Longest Yard,Comedy,6.4,Peter Segal,Steve Reevis,Adam Sandler,191466556.0,82000000.0
Red Eye,Thriller,6.5,Wes Craven,Carl Gilliard,Robert Pine,96258201.0,26000000.0
House of Wax,Horror,5.4,Jaume Collet-Serra,Paris Hilton,Robert Ri'chard,68766121.0,30000000.0
Four Brothers,Action,6.8,John Singleton,Tony Nappo,Josh Charles,92374674.0,45000000.0
The Dukes of Hazzard,Comedy,5.1,Jay Chandrasekhar,Jessica Simpson,Alice Greczyn,111069515.0,50000000.0
The Interpreter,Crime,6.4,Sydney Pollack,George Harris,Curtiss Cook,162944923.0,80000000.0
Walk the Line,Biography,7.8,James Mangold,Dallas Roberts,Sandra Ellis Lafferty,186797986.0,28000000.0
Lords of Dogtown,Biography,7.1,Catherine Hardwicke,Michael Angarano,Heath Ledger,13411957.0,25000000.0
Munich,Action,7.5,Steven Spielberg,Moritz Bleibtreu,Ayelet Zurer,130982129.0,70000000.0
Kiss Kiss Bang Bang,Comedy,7.5,Shane Black,Corbin Bernsen,Robert Downey Jr.,15785148.0,15000000.0
The Constant Gardener,Drama,7.4,Fernando Meirelles,Danny Huston,Archie Panjabi,82468097.0,15000000.0
The Pacifier,Action,5.6,Adam Shankman,Brad Garrett,Vin Diesel,198636868.0,56000000.0
A History of Violence,Drama,7.4,David Cronenberg,Kyle Schmid,Viggo Mortensen,61385065.0,32000000.0
The Devil's Rejects,Horror,6.8,Rob Zombie,Ken Foree,Sid Haig,20901859.0,7000000.0
Hitch,Comedy,6.6,Andy Tennant,Michael Rapaport,Will Smith,371594210.0,70000000.0
Mirrormask,Adventure,6.8,Dave McKean,Gina McKee,Stephanie Leonidas,866999.0,4000000.0
Rent,Drama,6.9,Chris Columbus,David Fine,Rosario Dawson,31670620.0,40000000.0
Robots,Animation,6.3,Chris Wedge,Drew Carey,Jim Broadbent,262511490.0,75000000.0
Jarhead,Action,7.0,Sam Mendes,Brian Geraghty,Jake Gyllenhaal,97076152.0,70000000.0
Into the Blue,Action,5.9,John Stockwell,James Frain,Paul Walker,46117696.0,50000000.0
Saw II,Horror,6.6,Darren Lynn Bousman,Tony Nappo,Emmanuelle Vaugier,147748505.0,4000000.0
Flightplan,Drama,6.3,Robert Schwentke,Michael Irby,Erika Christensen,223387299.0,55000000.0
Coach Carter,Biography,7.3,Thomas Carter,Rick Gonzalez,Channing Tatum,76669554.0,30000000.0
Dark Water,Drama,5.6,Walter Salles,Camryn Manheim,Dougray Scott,68357079.0,30000000.0
Lord of War,Action,7.6,Andrew Niccol,Jeremy Crutchley,Nicolas Cage,72617068.0,50000000.0
Zathura: A Space Adventure,Action,6.2,Jon Favreau,Josh Hutcherson,Kristen Stewart,65079104.0,65000000.0
The Quiet,Crime,6.2,Jamie Babbit,David Gallagher,Katy Mixon,381420.0,900000.0
The Amityville Horror,Horror,6.0,Andrew Douglas,Chloë Grace Moretz,Jimmy Bennett,107516369.0,19000000.0
Be Cool,Comedy,5.6,F. Gary Gray,Christina Milian,Dwayne Johnson,95763716.0,53000000.0
Cinderella Man,Biography,8.0,Ron Howard,Bruce McGill,Paddy Considine,108539911.0,88000000.0
Nanny McPhee,Comedy,6.6,Kirk Jones,Kelly Macdonald,Colin Firth,123276807.0,25000000.0
The Brothers Grimm,Action,5.9,Terry Gilliam,Heath Ledger,Matt Damon,105316267.0,88000000.0
Corpse Bride,Animation,7.3,Tim Burton,Christopher Lee,Johnny Depp,118090836.0,40000000.0
Transporter 2,Action,6.3,Louis Leterrier,Jason Flemyng,Jason Statham,89083229.0,32000000.0
The New World,Biography,6.7,Terrence Malick,Michael Greyeyes,Christian Bale,49334775.0,30000000.0
The Exorcism of Emily Rose,Drama,6.7,Scott Derrickson,Colm Feore,Tom Wilkinson,145166804.0,20000000.0
Elektra,Action,4.7,Rob Bowman,Cary-Hiroyuki Tagawa,Jennifer Garner,56995646.0,43000000.0
Doom,Action,5.2,Andrzej Bartkowiak,Ben Daniels,Dwayne Johnson,58072119.0,60000000.0
The Legend of Zorro,Action,6.0,Martin Campbell,Nick Chinlund,Michael Emerson,142400065.0,75000000.0
Cheaper by the Dozen 2,Adventure,5.5,Adam Shankman,Tom Welling,Taylor Lautner,130154568.0,60000000.0
Æon Flux,Action,5.5,Karyn Kusama,Sophie Okonedo,Charlize Theron,53321673.0,62000000.0
Son of the Mask,Comedy,2.2,Lawrence Guterman,Traylor Howard,Jamie Kennedy,59981548.0,84000000.0
The Producers,Comedy,6.3,Susan Stroman,Will Ferrell,Jon Lovitz,38075318.0,45000000.0
Kicking & Screaming,Comedy,5.6,Jesse Dylan,Will Ferrell,Josh Hutcherson,56070433.0,45000000.0
The Cave,Action,5.1,Bruce Hunt,Cole Hauser,Eddie Cibrian,33296457.0,30000000.0
Fun with Dick and Jane,Comedy,6.2,Dean Parisot,Richard Burgi,John Michael Higgins,204681899.0,100000000.0
Imagine Me & You,Comedy,6.8,Ol Parker,Ben Miles,Celia Imrie,2635305.0,7900000.0
The Family Stone,Comedy,6.3,Thomas Bezucha,Paul Schneider,Craig T. Nelson,92884429.0,17000000.0
Just Like Heaven,Comedy,6.7,Mark Waters,Ivana Milicevic,Jon Heder,102854431.0,58000000.0
Capote,Biography,7.3,Bennett Miller,Michael J. Burg,Philip Seymour Hoffman,49327405.0,7000000.0
The Skeleton Key,Drama,6.5,Iain Softley,Deneen Tyler,Gena Rowlands,93983911.0,43000000.0
The Squid and the Whale,Comedy,7.3,Noah Baumbach,Elizabeth Meriwether,William Baldwin,11098131.0,1500000.0
Land of the Dead,Horror,6.2,George A. Romero,Shawn Roberts,Tony Nappo,47074133.0,15000000.0
Elizabethtown,Comedy,6.4,Cameron Crowe,Kirsten Dunst,Orlando Bloom,52164016.0,57000000.0
Chicken Little,Animation,5.7,Mark Dindal,Fred Willard,Catherine O'Hara,314432837.0,150000000.0
Monster-in-Law,Comedy,5.6,Robert Luketic,Jane Fonda,Adam Scott,155457327.0,60000000.0
Domino,Action,5.9,Tony Scott,Mo'Nique,Ian Ziering,22984628.0,50000000.0
London,Drama,6.5,Hunter Richards,Chris Evans,Jason Statham,20361.0,14000.0
Deuce Bigalow: European Gigolo,Comedy,4.7,Mike Bigelow,Eddie Griffin,Carlos Ponce,45109561.0,22000000.0
Harsh Times,Action,6.9,David Ayer,Christian Bale,J.K. Simmons,5969708.0,2000000.0
Diary of a Mad Black Woman,Comedy,5.8,Darren Grant,Kimberly Elise,Cicely Tyson,50652203.0,5500000.0
Herbie Fully Loaded,Adventure,4.8,Angela Robinson,Thomas Lennon,Scoot McNairy,144146816.0,50000000.0
The Jacket,Drama,7.1,John Maybury,Jason Lewis,Jennifer Jason Leigh,21733230.0,29000000.0
The Wedding Date,Comedy,6.2,Clare Kilner,Debra Messing,Jack Davenport,47096206.0,15000000.0
Thank You for Smoking,Comedy,7.6,Jason Reitman,Cameron Bright,J.K. Simmons,39323027.0,6500000.0
Hide and Seek,Drama,6.0,John Polson,Dylan Baker,Robert De Niro,127369981.0,30000000.0
Cursed,Comedy,5.0,Wes Craven,Portia de Rossi,Shannon Elizabeth,29621722.0,35000000.0
xXx: State of the Union,Action,4.5,Lee Tamahori,Nona Gaye,Sunny Mabrey,71022693.0,87000000.0
Syriana,Drama,6.9,Stephen Gaghan,Amr Waked,Matt Damon,93974620.0,50000000.0
North Country,Drama,7.3,Niki Caro,Charlize Theron,Jeremy Renner,25211175.0,35000000.0
Derailed,Crime,6.6,Mikael Håfström,RZA,Denis O'Hare,57479076.0,22000000.0
The Perfect Man,Comedy,5.5,Mark Rosman,Chris Noth,Ben Feldman,19770475.0,25000000.0
Unleashed,Action,7.0,Louis Leterrier,Jet Li,Morgan Freeman,50871113.0,45000000.0
Hostage,Action,6.5,Florent-Emilio Siri,Bruce Willis,Jimmy Bennett,77663556.0,52000000.0
Get Rich or Die Tryin',Biography,5.4,Jim Sheridan,Bill Duke,50 Cent,46563961.0,40000000.0
BloodRayne,Action,2.9,Uwe Boll,Udo Kier,Meat Loaf,3650275.0,25000000.0
Feast,Action,6.3,John Gulager,Eric Dane,Krista Allen,719135.0,3200000.0
Goal! The Dream Begins,Adventure,6.7,Danny Cannon,Kuno Becker,Sean Pertwee,27610873.0,10000000.0
"Good Night, and Good Luck.",Biography,7.4,George Clooney,Tate Donovan,Robert Downey Jr.,54641191.0,7500000.0
A Lot Like Love,Comedy,6.6,Nigel Cole,Tyrone Giordano,Aimee Garcia,42886719.0,30000000.0
The Proposition,Crime,7.3,John Hillcoat,Noah Taylor,Ray Winstone,5048693.0,2000000.0
The World's Fastest Indian,Biography,7.8,Roger Donaldson,Antony Starr,Anthony Hopkins,18299138.0,25000000.0
Stealth,Action,5.1,Rob Cohen,Joe Morton,Sam Shepard,79268322.0,135000000.0
Hustle & Flow,Crime,7.3,Craig Brewer,Paula Jai Parker,Isaac Hayes,23563727.0,8000000.0
The Matador,Comedy,6.7,Richard Shepard,Philip Baker Hall,Adam Scott,17356268.0,10000000.0
Because of Winn-Dixie,Comedy,6.3,Wayne Wang,Luke Benward,Cicely Tyson,33589427.0,14000000.0
Where the Truth Lies,Crime,6.5,Atom Egoyan,Alison Lohman,Colin Firth,3487678.0,25000000.0
Must Love Dogs,Comedy,5.9,Gary David Goldberg,Victor Webster,Stockard Channing,58231520.0,30000000.0
Guess Who,Comedy,5.9,Kevin Rodney Sullivan,Nicole Sullivan,Bernie Mac,103121466.0,35000000.0
The Ballad of Jack and Rose,Drama,6.6,Rebecca Miller,Susanna Thompson,Beau Bridges,916051.0,1500000.0
The Great Raid,Action,6.7,John Dahl,Clayne Crawford,James Franco,10777375.0,80000000.0
Alone in the Dark,Action,2.4,Uwe Boll,Darren Shahlavi,Catherine Lough Haggquist,12693645.0,20000000.0
An American Haunting,Drama,5.1,Courtney Solomon,James D'Arcy,Sissy Spacek,29612137.0,14000000.0
Oliver Twist,Crime,6.8,Roman Polanski,Barney Clark,Ian McNeice,42580321.0,50000000.0
White Noise,Drama,5.5,Geoffrey Sax,Keegan Connor Tracy,Deborah Kara Unger,91196419.0,10000000.0
Are We There Yet?,Adventure,4.7,Brian Levant,Tracy Morgan,Nia Long,97918663.0,32000000.0
A Sound of Thunder,Action,4.2,Peter Hyams,Catherine McCormack,David Oyelowo,11665465.0,52000000.0
The Weather Man,Comedy,6.5,Gore Verbinski,Hope Davis,Nicolas Cage,19126398.0,22000000.0
An Unfinished Life,Drama,7.0,Lasse Hallström,Camryn Manheim,Morgan Freeman,18618284.0,30000000.0
Boogeyman,Drama,4.2,Stephen Kay,Skye McCole Bartusiak,Barry Watson,67192859.0,20000000.0
Me and You and Everyone We Know,Comedy,7.3,Miranda July,Brad William Henke,Najarra Townsend,8012838.0,2000000.0
Transamerica,Adventure,7.4,Duncan Tucker,Felicity Huffman,Kevin Zegers,15151744.0,1000000.0
The Lost City,Drama,6.6,Andy Garcia,Victor Rivers,Danny Pino,4408011.0,9600000.0
The Upside of Anger,Comedy,6.8,Mike Binder,Erika Christensen,Alicia Witt,28237488.0,9000000.0
The Chumscrubber,Comedy,6.9,Arie Posin,John Heard,Rory Culkin,351401.0,6800000.0
The Man,Action,5.6,Les Mayfield,Susie Essman,Miguel Ferrer,13485145.0,33000000.0
Valiant,Animation,5.5,Gary Chapman,Olivia Williams,Jim Broadbent,61746888.0,35000000.0
Manderlay,Drama,7.3,Lars von Trier,Jeremy Davies,Bryce Dallas Howard,674918.0,14200000.0
Joyeux Noel,Drama,7.7,Christian Carion,Dany Boon,Gary Lewis,17709155.0,22000000.0
Thumbsucker,Comedy,6.6,Mike Mills,Lou Taylor Pucci,Kelli Garner,2138742.0,4000000.0
The Departed,Crime,8.5,Martin Scorsese,Matt Damon,Leonardo DiCaprio,291465373.0,90000000.0
The Fast and the Furious: Tokyo Drift,Action,6.0,Justin Lin,Zachery Ty Bryan,Amber Stevens West,158964610.0,85000000.0
The Prestige,Drama,8.5,Christopher Nolan,Hugh Jackman,Christian Bale,109676311.0,40000000.0
Cars,Animation,7.1,John Lasseter,Cheech Marin,John Ratzenberger,461991867.0,120000000.0
300,Action,7.6,Zack Snyder,Michael Fassbender,Gerard Butler,456068181.0,65000000.0
The Devil Wears Prada,Comedy,6.9,David Frankel,Anne Hathaway,Meryl Streep,326706115.0,35000000.0
Casino Royale,Action,8.0,Martin Campbell,Tobias Menzies,Eva Green,616502912.0,150000000.0
Pan's Labyrinth,Drama,8.2,Guillermo del Toro,Maribel Verdú,Ivana Baquero,83850267.0,13500000.0
Pirates of the Caribbean: Dead Man's Chest,Action,7.3,Gore Verbinski,Orlando Bloom,Johnny Depp,1066179747.0,225000000.0
Apocalypto,Action,7.8,Mel Gibson,Dalia Hernández,Rudy Youngblood,120673227.0,40000000.0
She's the Man,Comedy,6.3,Andy Fickman,Alexandra Breckenridge,Channing Tatum,57194667.0,20000000.0
Little Children,Drama,7.5,Todd Field,Noah Emmerich,Kate Winslet,14821658.0,26000000.0
Children of Men,Adventure,7.9,Alfonso Cuarón,Danny Huston,Charlie Hunnam,70595464.0,76000000.0
The Da Vinci Code,Mystery,6.6,Ron Howard,Seth Gabel,Tom Hanks,760006945.0,125000000.0
The Pursuit of Happyness,Biography,8.0,Gabriele Muccino,Kurt Fuller,Will Smith,307127625.0,55000000.0
Little Miss Sunshine,Comedy,7.8,Jonathan Dayton,Steven Christopher Parker,Steve Carell,101058954.0,8000000.0
The Last King of Scotland,Biography,7.7,Kevin Macdonald,Simon McBurney,David Oyelowo,48618191.0,6000000.0
Blood Diamond,Adventure,8.0,Edward Zwick,Djimon Hounsou,Leonardo DiCaprio,171720398.0,100000000.0
The Lives of Others,Drama,8.4,Florian Henckel von Donnersmarck,Ulrich Mühe,Sebastian Koch,77356942.0,2000000.0
Night at the Museum,Adventure,6.4,Shawn Levy,Rami Malek,Robin Williams,574481229.0,110000000.0
Mission: Impossible III,Action,6.9,J.J. Abrams,Tom Cruise,Philip Seymour Hoffman,398479497.0,150000000.0
Marie Antoinette,Biography,6.5,Sofia Coppola,Shirley Henderson,Kirsten Dunst,60917189.0,40000000.0
Inside Man,Crime,7.6,Spike Lee,James Ransone,Denzel Washington,186003591.0,45000000.0
Superman Returns,Action,6.0,Bryan Singer,Marlon Brando,Kevin Spacey,391081192.0,209000000.0
Slither,Comedy,6.5,James Gunn,Gregg Henry,Dustin Milligan,12834936.0,15500000.0
Nacho Libre,Comedy,5.8,Jared Hess,Moises Arias,Ana de la Reguera,99255460.0,32000000.0
The Covenant,Action,5.3,Renny Harlin,Kyle Schmid,Laura Ramsey,37598767.0,20000000.0
The Hills Have Eyes,Horror,6.4,Alexandre Aja,Greg Nicotero,Dan Byrd,70009308.0,15000000.0
The Fountain,Drama,7.2,Darren Aronofsky,Ellen Burstyn,Hugh Jackman,16468343.0,35000000.0
Underworld: Evolution,Action,6.7,Len Wiseman,Tony Curran,Sophia Myles,111476513.0,50000000.0
Click,Comedy,6.4,Frank Coraci,Cameron Monaghan,Adam Sandler,240685326.0,70000000.0
The Holiday,Comedy,6.9,Nancy Meyers,Rufus Sewell,Kate Winslet,205850134.0,85000000.0
Silent Hill,Horror,6.5,Christophe Gans,Deborah Kara Unger,Radha Mitchell,100605135.0,50000000.0
Basic Instinct 2,Drama,4.3,Michael Caton-Jones,Indira Varma,Charlotte Rampling,38629478.0,70000000.0
The Black Dahlia,Crime,5.6,Brian De Palma,Mia Kirshner,Scarlett Johansson,49332692.0,50000000.0
Perfume: The Story of a Murderer,Crime,7.5,Tom Tykwer,David Calder,Michael Smiley,135039924.0,50000000.0
Lucky Number Slevin,Crime,7.7,Paul McGuigan,Morgan Freeman,Bruce Willis,56308881.0,27000000.0
Smokin' Aces,Action,6.7,Joe Carnahan,Common,Ryan Reynolds,57232879.0,17000000.0
This Is England,Crime,7.7,Shane Meadows,Joseph Gilgun,Stephen Graham,8481254.0,1500000.0
Black Book,Drama,7.7,Paul Verhoeven,Sebastian Koch,Michiel Huisman,26768563.0,21000000.0
Step Up,Crime,6.5,Anne Fletcher,Alyson Stoner,Channing Tatum,114197742.0,12000000.0
The Host,Action,7.1,Bong Joon Ho,Chandler Canterbury,J.D. Evermore,89433436.0,40000000.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,7.3,Larry Charles,Ken Davitian,Luenell,262552893.0,18000000.0
Snakes on a Plane,Action,5.4,David R. Ellis,Kenan Thompson,Lin Shaye,62022014.0,33000000.0
Lady in the Water,Drama,5.5,M. Night Shyamalan,Freddy Rodríguez,Bryce Dallas Howard,72785169.0,70000000.0
Crank,Action,6.9,Mark Neveldine,Edi Gathegi,Jason Statham,42931041.0,12000000.0
The Illusionist,Drama,7.6,Neil Burger,Eddie Marsan,Rufus Sewell,87892388.0,16000000.0
Over the Hedge,Animation,6.7,Tim Johnson,Steve Carell,Bruce Willis,339795890.0,80000000.0
Final Destination 3,Horror,5.8,James Wong,Gina Holden,Chelan Simmons,118890272.0,25000000.0
Stranger Than Fiction,Comedy,7.5,Marc Forster,Christian Stolte,Will Ferrell,53653224.0,38000000.0
Aquamarine,Comedy,5.4,Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,Tammin Sursok,22989957.0,12000000.0
Scary Movie 4,Comedy,5.1,David Zucker,Carmen Electra,Beau Mirchoff,178262620.0,45000000.0
Rocky Balboa,Action,7.1,Sylvester Stallone,Burt Young,Sylvester Stallone,155929020.0,24000000.0
Eragon,Action,5.1,Stefen Fangmeier,Ed Speleers,Djimon Hounsou,250425512.0,100000000.0
Dreamgirls,Drama,6.5,Bill Condon,Jennifer Hudson,Loretta Devine,155430335.0,70000000.0
The Queen,Biography,7.3,Stephen Frears,Sylvia Syms,Roger Allam,123384128.0,9800000.0
Babel,Drama,7.4,Alejandro G. Iñárritu,Harriet Walter,Brad Pitt,135330182.0,25000000.0
A Good Year,Comedy,7.0,Ridley Scott,Albert Finney,Archie Panjabi,42269923.0,35000000.0
Miami Vice,Action,6.0,Michael Mann,Philip Michael Thomas,Don Johnson,163794509.0,1500000.0
Saw III,Crime,6.2,Darren Lynn Bousman,Shawnee Smith,Costas Mandylor,164874275.0,10000000.0
Happy Feet,Animation,6.4,George Miller,Hugh Jackman,Robin Williams,384336108.0,100000000.0
Black Snake Moan,Drama,6.9,Craig Brewer,Michael Raymond-James,Justin Timberlake,10907485.0,15000000.0
Monster House,Animation,6.6,Gil Kenan,Jon Heder,Steve Buscemi,141861243.0,75000000.0
Scoop,Comedy,6.6,Woody Allen,Kevin McNally,Scarlett Johansson,39220946.0,4000000.0
World Trade Center,Drama,5.9,Oliver Stone,Jay Hernandez,Nicolas Cage,163247198.0,63000000.0
Employee of the Month,Comedy,5.5,Greg Coolidge,Danny Woodburn,Dane Cook,38395414.0,12000000.0
The Benchwarmers,Comedy,5.5,Dennis Dugan,Jon Heder,Jon Lovitz,64962629.0,33000000.0
Poseidon,Action,5.7,Wolfgang Petersen,Mike Vogel,Jimmy Bennett,181674817.0,160000000.0
Flushed Away,Animation,6.6,David Bowers,Kate Winslet,Hugh Jackman,178281554.0,149000000.0
Rescue Dawn,Action,7.3,Werner Herzog,Toby Huss,Christian Bale,7177143.0,10000000.0
When a Stranger Calls,Horror,5.1,Simon West,Tessa Thompson,Madeline Carroll,67062123.0,15000000.0
A Scanner Darkly,Animation,7.1,Richard Linklater,Keanu Reeves,Robert Downey Jr.,7659918.0,8700000.0
DOA: Dead or Alive,Action,4.8,Corey Yuen,Holly Valance,Steve Howey,7563172.0,21000000.0
Shortbus,Comedy,6.4,John Cameron Mitchell,Peter Stickles,Sook-Yin Lee,5526675.0,2000000.0
The Break-Up,Comedy,5.8,Peyton Reed,John Michael Higgins,Jon Favreau,205668210.0,52000000.0
United 93,Action,7.6,Paul Greengrass,David Alan Basche,Christian Clemenson,76700659.0,15000000.0
The Pink Panther,Adventure,5.7,Shawn Levy,Henry Czerny,Roger Rees,164115897.0,65000000.0
Letters from Iwo Jima,Action,7.9,Clint Eastwood,Kazunari Ninomiya,Yuki Matsuzaki,68673228.0,19000000.0
Southland Tales,Comedy,5.4,Richard Kelly,Curtis Armstrong,Janeane Garofalo,374743.0,17000000.0
Flags of Our Fathers,Action,7.1,Clint Eastwood,Chris Bauer,Paul Walker,65900249.0,90000000.0
Failure to Launch,Comedy,5.6,Tom Dey,Matthew McConaughey,Bradley Cooper,130224158.0,50000000.0
Clerks II,Comedy,7.3,Kevin Smith,Jason Mewes,Ethan Suplee,26986174.0,5000000.0
16 Blocks,Action,6.6,Richard Donner,David Zayas,Bruce Willis,65664721.0,52000000.0
My Super Ex-Girlfriend,Comedy,5.1,Ivan Reitman,Eddie Izzard,Rainn Wilson,61108981.0,30000000.0
The Lake House,Drama,6.8,Alejandro Agresti,Dylan Walsh,Keanu Reeves,114830111.0,40000000.0
Open Season,Animation,6.1,Roger Allers,Debra Messing,Jon Favreau,200811689.0,85000000.0
The Omen,Action,5.5,John Moore,Patrick Troughton,Lee Remick,119974972.0,2800000.0
Beerfest,Comedy,6.3,Jay Chandrasekhar,Owain Yeoman,Chris Moss,20387597.0,17500000.0
Stay Alive,Fantasy,5.1,William Brent Bell,Frankie Muniz,Adam Goldberg,27298695.0,9000000.0
Notes on a Scandal,Crime,7.4,Richard Eyre,Andrew Simpson,Phil Davis,49814392.0,15000000.0
"Paris, je t'aime",Comedy,7.2,Directors,Miranda Richardson,Steve Buscemi,17471727.0,13000000.0
Firewall,Action,5.8,Richard Loncraine,Harrison Ford,Jimmy Bennett,82751189.0,50000000.0
Hatchet,Comedy,5.7,Adam Green,Kane Hodder,Joel David Moore,208550.0,1500000.0
We Are Marshall,Drama,7.1,McG,Kimberly Williams-Paisley,Matthew McConaughey,43545364.0,65000000.0
Just My Luck,Comedy,5.4,Donald Petrie,Carlos Ponce,Samaire Armstrong,38159905.0,28000000.0
Madea's Family Reunion,Comedy,5.3,Tyler Perry,Cicely Tyson,Boris Kodjoe,63368939.0,6000000.0
The Marine,Action,4.7,John Bonito,Firass Dirani,Kelly Carlson,22165608.0,20000000.0
The Painted Veil,Drama,7.5,John Curran,Sally Hawkins,Toby Jones,26910847.0,19400000.0
Ultraviolet,Action,4.4,Kurt Wimmer,Cameron Bright,Milla Jovovich,31070211.0,30000000.0
Factory Girl,Biography,6.4,George Hickenlooper,Jimmy Fallon,Hayden Christensen,3572632.0,7000000.0
Barnyard,Animation,5.6,Steve Oedekerk,Wanda Sykes,Rob Paulsen,116755080.0,51000000.0
Arthur and the Invisibles,Animation,6.0,Luc Besson,Adam LeFevre,Mia Farrow,108605609.0,86000000.0
Zoom,Action,4.4,Peter Hewitt,Rip Torn,Kevin Zegers,12506362.0,35000000.0
Eight Below,Adventure,7.3,Frank Marshall,Bruce Greenwood,Paul Walker,120455994.0,40000000.0
Curse of the Golden Flower,Action,7.0,Yimou Zhang,Ye Liu,Li Gong,78568977.0,45000000.0
Date Movie,Comedy,2.8,Aaron Seltzer,Carmen Electra,Alyson Hannigan,85749034.0,20000000.0
Flyboys,Action,6.5,Tony Bill,Tyler Labine,James Franco,17858059.0,60000000.0
Find Me Guilty,Biography,7.0,Sidney Lumet,Vin Diesel,Peter Dinklage,2636637.0,13000000.0
"You, Me and Dupree",Comedy,5.6,Anthony Russo,Billy Gardell,Todd Stashwick,130628903.0,54000000.0
Curious George,Animation,6.5,Matthew O'Callaghan,Frank Welker,Will Ferrell,69865924.0,50000000.0
Flicka,Adventure,6.1,Michael Mayer,Danny Pino,Alison Lohman,21893591.0,15000000.0
Black Christmas,Horror,4.6,Glen Morgan,Crystal Lowe,Oliver Hudson,21510851.0,9000000.0
Wristcutters: A Love Story,Comedy,7.3,Goran Dukic,Patrick Fugit,Leslie Bibb,454026.0,1000000.0
Last Holiday,Comedy,6.5,Wayne Wang,Alicia Witt,LL Cool J,43451846.0,45000000.0
Friends with Money,Comedy,5.8,Nicole Holofcener,Marin Hinkle,Greg Germann,18245244.0,6500000.0
All the King's Men,Drama,6.2,Steven Zaillian,Anthony Hopkins,Kate Winslet,9451623.0,55000000.0
Bobby,Biography,7.0,Emilio Estevez,Nick Cannon,Anthony Hopkins,20718608.0,14000000.0
Half Nelson,Drama,7.2,Ryan Fleck,Tristan Mack Wilds,Ryan Gosling,4660481.0,700000.0
Infamous,Biography,7.1,Douglas McGrath,Isabella Rossellini,Toby Jones,2689799.0,13000000.0
Take the Lead,Drama,6.6,Liz Friedlander,Yaya DaCosta,Alfre Woodard,66500090.0,30000000.0
Gridiron Gang,Biography,6.9,Phil Joanou,Jurnee Smollett-Bell,Dwayne Johnson,41480851.0,30000000.0
The Ant Bully,Animation,5.8,John A. Davis,Meryl Streep,Nicolas Cage,55181129.0,50000000.0
Peaceful Warrior,Drama,7.3,Victor Salva,Tim DeKay,Scott Mechlowicz,4326927.0,10000000.0
Miss Potter,Biography,7.0,Chris Noonan,Bill Paterson,Emily Watson,35078241.0,30000000.0
